"rank","index","po_annotation","re_annotation","match_annotation"
1,"im2512.jpg","clouds; male; people; plant_life; sky; sunset; tree","male; people","male; people; plant_life; sky; sunset; tree"
2,"im13920.jpg","clouds; lake; male; people; plant_life; sea; sky; sunset; water","male; people","male; people; plant_life; sky; sunset"
3,"im16363.jpg","male; night; people; plant_life; sky; structures; tree","people","male; people; plant_life; sky; tree"
4,"im24399.jpg","clouds; female; people; plant_life; sea; sky; structures; water","female; people","female; people; plant_life; sky"
5,"im13649.jpg","clouds; male; people; sea; sky; structures; sunset; water","people","male; people; sky; sunset"
6,"im8657.jpg","clouds; male; people; plant_life; sea; sky; structures; sunset; water","clouds; male; people","male; people; plant_life; sky; sunset"
7,"im18885.jpg","clouds; male; people; sea; sky; sunset; water","clouds; male; people","male; people; sky; sunset"
8,"im14278.jpg","clouds; female; male; people; sky","female; male; people","female; male; people; sky"
9,"im16157.jpg","clouds; female; male; people; plant_life; sky; sunset; tree","clouds; male; people; tree","female; male; people; plant_life; sky; sunset; tree"
10,"im21153.jpg","clouds; male; night; people; sky","male; night; people","male; people; sky"
11,"im18916.jpg","male; people; sky","male; people","male; people; sky"
12,"im23339.jpg","clouds; female; people; sky","female; people","female; people; sky"
13,"im8905.jpg","clouds; male; people; sky; structures; sunset","male; people","male; people; sky; sunset"
14,"im15756.jpg","female; people; plant_life; portrait; sky","female; people; portrait","female; people; plant_life; sky"
15,"im12617.jpg","clouds; male; people; plant_life; sky; structures; tree","male; people","male; people; plant_life; sky; tree"
16,"im18995.jpg","clouds; female; lake; male; people; plant_life; river; sea; sky; structures; sunset; transport; tree; water","clouds; people; tree","female; male; people; plant_life; sky; sunset; tree"
17,"im15183.jpg","clouds; male; people; sky","male; people","male; people; sky"
18,"im18180.jpg","clouds; female; people; sky; structures; sunset; water","clouds; female; people","female; people; sky; sunset"
19,"im22583.jpg","clouds; male; people; sea; sky; water","male; people","male; people; sky"
20,"im19257.jpg","clouds; female; lake; male; people; plant_life; river; sky; sunset; tree; water","clouds; people","female; male; people; plant_life; sky; sunset; tree"
21,"im7110.jpg","clouds; lake; male; people; sea; sky; sunset; water","male; people","male; people; sky; sunset"
22,"im10726.jpg","animals; clouds; plant_life; river; sky; sunset; tree; water","","plant_life; sky; sunset; tree"
23,"im19509.jpg","clouds; female; male; night; people; plant_life; sea; sky; structures; sunset; tree; water","clouds; people","female; male; people; plant_life; sky; sunset; tree"
24,"im21727.jpg","clouds; female; male; people; sea; sky; sunset; transport; water","people","female; male; people; sky; sunset"
25,"im980.jpg","night; sky; structures","night","sky"
26,"im1903.jpg","clouds; female; people; sea; sky; sunset; water","female; people","female; people; sky; sunset"
27,"im9475.jpg","clouds; female; people; portrait; sky; sunset","clouds; female; people; portrait","female; people; sky; sunset"
28,"im868.jpg","clouds; female; night; people; plant_life; portrait; sky; sunset; tree","night; people; portrait","female; people; plant_life; sky; sunset; tree"
29,"im6574.jpg","animals; bird; clouds; male; people; sky; structures; sunset","clouds; male; people","male; people; sky; sunset"
30,"im1046.jpg","male; people; plant_life; portrait; sky; structures; tree","male; people; portrait","male; people; plant_life; sky; tree"
31,"im1627.jpg","clouds; female; people; sea; sky; water","clouds; female; people","female; people; sky"
32,"im6318.jpg","female; lake; male; people; plant_life; river; sea; sky; sunset; tree; water","people; tree","female; male; people; plant_life; sky; sunset; tree"
33,"im20214.jpg","male; people; plant_life; river; sky; structures; water","people","male; people; plant_life; sky"
34,"im4933.jpg","clouds; plant_life; sea; sky; structures; sunset; tree; water","clouds","plant_life; sky; sunset; tree"
35,"im16047.jpg","clouds; female; people; portrait; sky","female; people; portrait","female; people; sky"
36,"im23206.jpg","male; people; sky; structures; sunset; transport","male; people","male; people; sky; sunset"
37,"im5824.jpg","car; clouds; female; male; people; plant_life; sky; transport","clouds; people","female; male; people; plant_life; sky"
38,"im1367.jpg","female; male; people; plant_life; sea; tree; water","male; people","female; male; people; plant_life; tree"
39,"im1132.jpg","clouds; male; people; plant_life; portrait; sky","male; people; portrait","male; people; plant_life; sky"
40,"im6267.jpg","night; plant_life; sky; structures; sunset","","plant_life; sky; sunset"
41,"im277.jpg","clouds; plant_life; sky; tree","tree","plant_life; sky; tree"
42,"im5657.jpg","animals; clouds; plant_life; sky; sunset; tree","clouds","plant_life; sky; sunset; tree"
43,"im23233.jpg","clouds; plant_life; sea; sky; structures; sunset; tree; water","tree","plant_life; sky; sunset; tree"
44,"im10410.jpg","clouds; female; people; plant_life; sky; sunset","clouds; female; people","female; people; plant_life; sky; sunset"
45,"im21001.jpg","female; male; people; sky; sunset","male; people","female; male; people; sky; sunset"
46,"im6246.jpg","clouds; plant_life; sky; sunset; tree","tree","plant_life; sky; sunset; tree"
47,"im246.jpg","animals; bird; clouds; male; people; sky; sunset","","male; people; sky; sunset"
48,"im10367.jpg","baby; clouds; female; people; plant_life; sea; sky; structures; sunset; tree; water","female; people; tree","female; people; plant_life; sky; sunset; tree"
49,"im23496.jpg","male; people; plant_life; sky; sunset; tree","male; people","male; people; plant_life; sky; sunset; tree"
50,"im4858.jpg","clouds; plant_life; sky; structures; tree","tree","plant_life; sky; tree"
51,"im19035.jpg","clouds; plant_life; sky; tree","clouds; tree","plant_life; sky; tree"
52,"im18706.jpg","car; clouds; male; people; sky; structures; transport","male; people","male; people; sky"
53,"im13906.jpg","clouds; male; people; plant_life; sky; structures; tree","","male; people; plant_life; sky; tree"
54,"im3213.jpg","clouds; female; people; plant_life; sky","female; people","female; people; plant_life; sky"
55,"im6141.jpg","clouds; plant_life; sea; sky; sunset; tree; water","","plant_life; sky; sunset; tree"
56,"im16713.jpg","female; night; people; plant_life; sea; sky; sunset; tree; water","female; people","female; people; plant_life; sky; sunset; tree"
57,"im11253.jpg","clouds; plant_life; sky; sunset; tree","","plant_life; sky; sunset; tree"
58,"im13009.jpg","clouds; male; people; sea; sky; sunset; water","","male; people; sky; sunset"
59,"im19628.jpg","night; plant_life; sky; tree","","plant_life; sky; tree"
60,"im17969.jpg","car; clouds; male; people; plant_life; sky; transport","male; people","male; people; plant_life; sky"
61,"im18926.jpg","clouds; female; lake; people; sea; sky; sunset; water","clouds; female; people","female; people; sky; sunset"
62,"im22070.jpg","clouds; plant_life; sky; tree","clouds","plant_life; sky; tree"
63,"im13310.jpg","clouds; plant_life; sky; structures; sunset","clouds","plant_life; sky; sunset"
64,"im22032.jpg","clouds; plant_life; sea; sky; tree; water","sea","plant_life; sky; tree"
65,"im15415.jpg","clouds; female; night; people; plant_life; sea; sky; sunset; water","female; people","female; people; plant_life; sky; sunset"
66,"im24683.jpg","plant_life; sea; sky; sunset; tree; water","tree","plant_life; sky; sunset; tree"
67,"im19772.jpg","clouds; female; people; plant_life; sky; sunset","clouds; people","female; people; plant_life; sky; sunset"
68,"im15574.jpg","clouds; female; lake; people; plant_life; sea; sky; sunset; water","people","female; people; plant_life; sky; sunset"
69,"im5371.jpg","female; people; plant_life; sky; structures; tree; water","female; people","female; people; plant_life; sky; tree"
70,"im7133.jpg","clouds; male; people; sky; structures; sunset","male; people","male; people; sky; sunset"
71,"im17006.jpg","clouds; plant_life; sky; structures; sunset; tree","clouds","plant_life; sky; sunset; tree"
72,"im16752.jpg","clouds; female; people; plant_life; portrait; sky; tree","female; people; portrait","female; people; plant_life; sky; tree"
73,"im22199.jpg","clouds; plant_life; sea; sky; structures; transport; tree; water","clouds","plant_life; sky; tree"
74,"im10067.jpg","clouds; male; people; plant_life; sky; structures; tree","","male; people; plant_life; sky; tree"
75,"im6533.jpg","clouds; night; plant_life; sky; structures; sunset; tree","clouds","plant_life; sky; sunset; tree"
76,"im8635.jpg","female; people; plant_life; structures","female; people","female; people; plant_life"
77,"im3407.jpg","clouds; female; people; portrait; sky","female; people; portrait","female; people; sky"
78,"im14786.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; sky; tree"
79,"im17807.jpg","female; male; night; people; sky; structures; sunset","female; male; people","female; male; people; sky; sunset"
80,"im23573.jpg","male; people; portrait; sea; sky; sunset; water","male; people; portrait","male; people; sky; sunset"
81,"im9394.jpg","animals; bird; clouds; male; people; sky","male; people","male; people; sky"
82,"im23461.jpg","clouds; plant_life; sky; tree","tree","plant_life; sky; tree"
83,"im6610.jpg","female; people; sea; sky; sunset; water","female; people","female; people; sky; sunset"
84,"im19490.jpg","clouds; sea; sky; structures; water","clouds","sky"
85,"im18148.jpg","female; people; portrait; sky; transport","female; people; portrait","female; people; sky"
86,"im10802.jpg","clouds; female; lake; people; plant_life; portrait; sea; sky; sunset; water","female; people; portrait","female; people; plant_life; sky; sunset"
87,"im877.jpg","clouds; female; people; sky; structures","female; people","female; people; sky"
88,"im24117.jpg","female; male; people; sea; sky; water","female; male; people","female; male; people; sky"
89,"im14210.jpg","clouds; female; people; portrait; sky; sunset","female; people; portrait","female; people; sky; sunset"
90,"im10436.jpg","clouds; lake; male; people; sea; sky; structures; transport; water","male; people","male; people; sky"
91,"im12246.jpg","clouds; plant_life; sea; sky; tree; water","","plant_life; sky; tree"
92,"im315.jpg","clouds; lake; plant_life; sea; sky; sunset; tree; water","tree","plant_life; sky; sunset; tree"
93,"im8508.jpg","flower; male; people; plant_life; portrait; sea; sky; water","male; people; portrait","male; people; plant_life; sky"
94,"im20069.jpg","clouds; male; people; plant_life; portrait; river; sky; tree; water","male; people; portrait","male; people; plant_life; sky; tree"
95,"im8189.jpg","female; male; people; plant_life; sea; sky; sunset; tree; water","people; tree","female; male; people; plant_life; sky; sunset; tree"
96,"im20312.jpg","clouds; lake; plant_life; sea; sky; structures; sunset; transport; tree; water","tree","plant_life; sky; sunset; tree"
97,"im21251.jpg","car; clouds; plant_life; sea; sky; structures; transport; tree; water","","plant_life; sky; tree"
98,"im1466.jpg","clouds; male; people; plant_life; sky; tree","clouds; male; people","male; people; plant_life; sky; tree"
99,"im21368.jpg","clouds; plant_life; sky","","plant_life; sky"
100,"im13119.jpg","animals; clouds; female; people; plant_life; sky; structures; tree","","female; people; plant_life; sky; tree"
101,"im10944.jpg","female; male; people; structures; transport","people","female; male; people"
102,"im16998.jpg","clouds; plant_life; sky; sunset; tree","clouds","plant_life; sky; sunset; tree"
103,"im20486.jpg","animals; clouds; female; people; sky; structures; sunset","clouds","female; people; sky; sunset"
104,"im18990.jpg","clouds; lake; male; night; people; portrait; river; sea; sky; structures; water","clouds; male; people; portrait","male; people; sky"
105,"im24275.jpg","male; people; sea; sky; sunset; water","male; people","male; people; sky; sunset"
106,"im10283.jpg","clouds; plant_life; sky; sunset; tree","clouds","plant_life; sky; sunset; tree"
107,"im9035.jpg","night; plant_life; sky; structures; tree","night","plant_life; sky; tree"
108,"im17847.jpg","clouds; lake; plant_life; river; sky; structures; sunset; tree; water","clouds","plant_life; sky; sunset; tree"
109,"im14083.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; sky; tree"
110,"im10237.jpg","plant_life; sea; sky; sunset; tree; water","sea; tree","plant_life; sky; sunset; tree"
111,"im11437.jpg","clouds; male; people; plant_life; sky; structures; tree","people","male; people; plant_life; sky; tree"
112,"im1010.jpg","clouds; female; male; people; plant_life; sky; structures; tree","clouds; people","female; male; people; plant_life; sky; tree"
113,"im8952.jpg","clouds; lake; plant_life; river; sky; sunset; tree; water","clouds; river","plant_life; sky; sunset; tree"
114,"im12898.jpg","clouds; plant_life; sea; sky; tree; water","clouds; sea","plant_life; sky; tree"
115,"im24072.jpg","clouds; male; people; plant_life; sky; structures; transport","clouds; male; people","male; people; plant_life; sky"
116,"im5842.jpg","clouds; plant_life; sky","","plant_life; sky"
117,"im7532.jpg","clouds; sky; structures; sunset","clouds","sky; sunset"
118,"im3259.jpg","female; people; portrait; sea; sky; structures; sunset; water","people","female; people; sky; sunset"
119,"im16098.jpg","car; clouds; plant_life; sky; structures; transport; tree","clouds","plant_life; sky; tree"
120,"im8488.jpg","clouds; plant_life; sky; sunset; tree","clouds","plant_life; sky; sunset; tree"
121,"im18015.jpg","clouds; sky; structures","","sky"
122,"im4284.jpg","clouds; female; people; sky; structures; water","","female; people; sky"
123,"im637.jpg","male; night; people; plant_life; structures; sunset; tree","male; night; people","male; people; plant_life; sunset; tree"
124,"im5026.jpg","clouds; male; people; sky","clouds","male; people; sky"
125,"im8746.jpg","clouds; plant_life; sea; sky; sunset; tree; water","clouds","plant_life; sky; sunset; tree"
126,"im3636.jpg","clouds; male; people; portrait; sky","clouds; male; people; portrait","male; people; sky"
127,"im10167.jpg","female; indoor; male; night; people","female; male; people","female; male; people"
128,"im20155.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; sky; tree"
129,"im10158.jpg","clouds; female; male; people; plant_life; sea; sky; transport; water","clouds; female; male; people","female; male; people; plant_life; sky"
130,"im15931.jpg","female; male; people; plant_life; sea; tree; water","people","female; male; people; plant_life; tree"
131,"im12625.jpg","clouds; lake; male; people; portrait; sea; sky; structures; sunset; water","male; people; portrait","male; people; sky; sunset"
132,"im9583.jpg","clouds; male; people; sky; sunset","clouds; male; people","male; people; sky; sunset"
133,"im4713.jpg","clouds; night; people; plant_life; sky; sunset; tree","night; people","people; plant_life; sky; sunset; tree"
134,"im1657.jpg","clouds; plant_life; sky; structures; transport; tree","","plant_life; sky; tree"
135,"im12911.jpg","night; sea; sky; water","","sky"
136,"im11801.jpg","clouds; plant_life; sky; structures; transport","","plant_life; sky"
137,"im18080.jpg","animals; plant_life; sea; sky; structures; tree; water","","plant_life; sky; tree"
138,"im1003.jpg","clouds; female; people; sea; sky; sunset; water","people","female; people; sky; sunset"
