"rank","index","po_annotation","re_annotation","match_annotation"
1,"im14944.jpg","night; sky","night","night; sky"
2,"im22317.jpg","night; sky","night","night; sky"
3,"im14954.jpg","night; sky","night","night; sky"
4,"im20341.jpg","night; sky","night","night; sky"
5,"im1048.jpg","night; sky","night","night; sky"
6,"im11791.jpg","night; sky","night","night; sky"
7,"im16770.jpg","night; sky","night","night; sky"
8,"im5799.jpg","night; sky","night","night; sky"
9,"im8735.jpg","night; sky","night","night; sky"
10,"im14905.jpg","night; sky","night","night; sky"
11,"im14935.jpg","night; sky","night","night; sky"
12,"im5794.jpg","night; sky","night","night; sky"
13,"im14398.jpg","night; sky","night","night; sky"
14,"im13089.jpg","night; plant_life; sky; tree","night","night; sky"
15,"im5840.jpg","night; sky","night","night; sky"
16,"im14928.jpg","night; sky","night","night; sky"
17,"im11960.jpg","night; sky","night","night; sky"
18,"im16597.jpg","night; sky","night","night; sky"
19,"im10170.jpg","night; sky","night","night; sky"
20,"im22474.jpg","night; sky","night","night; sky"
21,"im19062.jpg","night; sky","night","night; sky"
22,"im2171.jpg","night; sky","night","night; sky"
23,"im17675.jpg","indoor; night","","night"
24,"im23160.jpg","night; sky","night","night; sky"
25,"im3813.jpg","food; water","",""
26,"im14980.jpg","night; sky","night","night; sky"
27,"im8445.jpg","night; sky","","night; sky"
28,"im1307.jpg","flower; night; plant_life","flower","night"
29,"im14248.jpg","indoor; male; night; people","","night"
30,"im6079.jpg","night; plant_life; tree; water","","night"
31,"im1602.jpg","male; night; people; portrait","male; people; portrait","night"
32,"im10313.jpg","indoor; night","","night"
33,"im22745.jpg","night; sky","night","night; sky"
34,"im13239.jpg","female; night; people; sky","night","night; sky"
35,"im8226.jpg","indoor; male; people","male; people",""
36,"im6940.jpg","female; night; people; portrait","female; people; portrait","night"
37,"im21439.jpg","night; sky","","night; sky"
38,"im13227.jpg","clouds; night; sky","night","night; sky"
39,"im10718.jpg","male; people; sky; structures; sunset; transport","people","sky"
40,"im7174.jpg","night; structures","","night"
41,"im9776.jpg","night; people","","night"
42,"im22922.jpg","indoor; male; night; people","","night"
43,"im6375.jpg","indoor; male; people; portrait","male; people",""
44,"im22433.jpg","animals; plant_life; water","",""
45,"im11692.jpg","night","","night"
46,"im9134.jpg","female; indoor; night; people","female; people","night"
47,"im24736.jpg","indoor; male; people; portrait","male; people; portrait",""
48,"im9676.jpg","female; night; people","female; people","night"
49,"im5575.jpg","night; sky","night","night; sky"
50,"im17077.jpg","animals; night; water","","night"
51,"im9361.jpg","night; sky","","night; sky"
52,"im6340.jpg","female; indoor; night; people; portrait","female; people; portrait","night"
53,"im17319.jpg","male; people; portrait","male; people; portrait",""
54,"im5867.jpg","night; sky","night","night; sky"
55,"im3136.jpg","female; people; portrait","female; people; portrait",""
56,"im7233.jpg","indoor; male; night; people","male; people","night"
57,"im15310.jpg","male; people; portrait","male; people; portrait",""
58,"im21528.jpg","indoor; night","","night"
59,"im15977.jpg","male; people","",""
60,"im16467.jpg","food; indoor; night","","night"
61,"im8072.jpg","indoor; male; night; people; portrait","male; people; portrait","night"
62,"im17667.jpg","female; indoor; night; people; portrait","female; people; portrait","night"
63,"im9159.jpg","indoor","",""
64,"im22515.jpg","indoor; male; night; people; portrait","male; people; portrait","night"
65,"im8615.jpg","night; sky","night","night; sky"
66,"im13888.jpg","indoor; male; people","male; people",""
67,"im24361.jpg","female; indoor; night; people; portrait","female; people; portrait","night"
68,"im16485.jpg","indoor; male; people","",""
69,"im9939.jpg","indoor; night","","night"
70,"im14316.jpg","female; food; indoor; night; people","female; people","night"
71,"im16835.jpg","clouds; sky; structures","","sky"
72,"im8411.jpg","flower; night; plant_life","flower","night"
73,"im726.jpg","indoor; night; people","","night"
74,"im21085.jpg","female; indoor; night; people","female","night"
75,"im11878.jpg","clouds; sky; structures; sunset","","sky"
76,"im14931.jpg","animals; bird; night; sky","night","night; sky"
77,"im11561.jpg","indoor","",""
78,"im18539.jpg","female; indoor; people; portrait","female; people; portrait",""
79,"im17296.jpg","male; night; people","male; people","night"
80,"im7102.jpg","indoor","",""
81,"im20982.jpg","night; sky","night","night; sky"
82,"im3096.jpg","female; indoor; night; people; portrait","female; people; portrait","night"
83,"im9811.jpg","clouds; male; people; plant_life; sky; structures; sunset; tree","","sky"
84,"im1134.jpg","flower; night; plant_life","flower","night"
85,"im18218.jpg","structures; water","",""
86,"im5126.jpg","indoor; male; people","male; people",""
87,"im19288.jpg","night","","night"
88,"im5142.jpg","female; flower; people; plant_life","female; people",""
89,"im16191.jpg","night","","night"
90,"im6977.jpg","indoor; night; water","","night"
91,"im22341.jpg","night; plant_life; sky; tree","night","night; sky"
92,"im15692.jpg","night; sky; structures; water","night","night; sky"
93,"im4767.jpg","male; night; people; portrait","people; portrait","night"
94,"im20152.jpg","","",""
95,"im14799.jpg","night; people","","night"
96,"im10383.jpg","night; plant_life; sky; tree","","night; sky"
97,"im5382.jpg","animals","",""
98,"im13010.jpg","indoor","",""
99,"im10674.jpg","","",""
100,"im20881.jpg","indoor; male; night; people; portrait","male; people; portrait","night"
101,"im3103.jpg","female; night; people; portrait","female; people; portrait","night"
102,"im8412.jpg","people","",""
103,"im24901.jpg","indoor; night","","night"
104,"im23167.jpg","water","",""
105,"im15601.jpg","food; night","","night"
106,"im15126.jpg","indoor; night; water","","night"
107,"im2846.jpg","clouds; night; sky","night","night; sky"
108,"im16104.jpg","female; flower; people; plant_life; portrait","people; portrait",""
109,"im15863.jpg","night; sky; structures","","night; sky"
110,"im3585.jpg","night","","night"
111,"im17450.jpg","female; flower; male; people; plant_life; sky; structures; tree; water","","sky"
112,"im10060.jpg","indoor; structures","",""
113,"im5017.jpg","indoor; male; night; people; portrait","male; people; portrait","night"
114,"im205.jpg","water","",""
115,"im17734.jpg","female; indoor; night; people","female; people","night"
116,"im9239.jpg","female; indoor; night; people; portrait","female; people; portrait","night"
117,"im9644.jpg","indoor; night; people","","night"
118,"im11964.jpg","female; indoor; night; people; structures","","night"
119,"im3573.jpg","female; food; indoor; people; portrait","female; people; portrait",""
120,"im355.jpg","people; water","",""
121,"im7059.jpg","indoor; night","","night"
122,"im12970.jpg","people","",""
123,"im17492.jpg","flower; indoor; night; plant_life","flower","night"
124,"im4220.jpg","night; sky; structures; sunset","night","night; sky"
125,"im24214.jpg","night; sky; structures","night","night; sky"
126,"im16595.jpg","night; people","","night"
127,"im4425.jpg","indoor; male; night; people; portrait","male; people; portrait","night"
128,"im8860.jpg","indoor; structures","",""
129,"im7952.jpg","female; indoor; people","female; people",""
130,"im2203.jpg","night","night","night"
131,"im18047.jpg","clouds; sky; structures; sunset","","sky"
132,"im4201.jpg","female; indoor; night; people; portrait","female; people; portrait","night"
133,"im22388.jpg","indoor","",""
134,"im13268.jpg","female; indoor; night; people; portrait","female; people; portrait","night"
135,"im21181.jpg","indoor; plant_life; structures","",""
136,"im5414.jpg","female; indoor; male; people","female; male; people",""
137,"im466.jpg","animals; clouds; male; people; plant_life; portrait; sky; sunset; tree","male","sky"
138,"im2839.jpg","water","",""
139,"im17569.jpg","indoor; male; people; portrait","male; people; portrait",""
140,"im14662.jpg","indoor; structures","",""
141,"im14959.jpg","night; sky","night","night; sky"
142,"im11079.jpg","night; sky; structures","night","night; sky"
143,"im492.jpg","clouds; people; sky","","sky"
144,"im24962.jpg","water","",""
145,"im18542.jpg","water","",""
146,"im19080.jpg","night; plant_life; water","","night"
147,"im17318.jpg","indoor; male; people","",""
148,"im24826.jpg","water","",""
149,"im3212.jpg","female; indoor; people; portrait","female; people; portrait",""
150,"im8526.jpg","indoor; plant_life; structures","",""
151,"im6099.jpg","indoor","",""
152,"im16877.jpg","female; indoor; people","",""
153,"im16992.jpg","female; night; people","female; people","night"
