"rank","index","po_annotation","re_annotation","match_annotation"
1,"im14942.jpg","indoor","","indoor"
2,"im18827.jpg","indoor","","indoor"
3,"im16135.jpg","indoor","","indoor"
4,"im11289.jpg","indoor","","indoor"
5,"im9973.jpg","indoor","","indoor"
6,"im21185.jpg","animals; indoor","","indoor"
7,"im3049.jpg","indoor","","indoor"
8,"im13586.jpg","indoor","","indoor"
9,"im4210.jpg","","",""
10,"im20009.jpg","indoor","","indoor"
11,"im16547.jpg","indoor","","indoor"
12,"im10619.jpg","animals; indoor","","indoor"
13,"im20528.jpg","animals; indoor","","indoor"
14,"im16050.jpg","indoor","","indoor"
15,"im20131.jpg","indoor","","indoor"
16,"im13619.jpg","indoor","","indoor"
17,"im12169.jpg","indoor","","indoor"
18,"im15141.jpg","indoor","","indoor"
19,"im22923.jpg","food; indoor","","indoor"
20,"im6422.jpg","indoor","","indoor"
21,"im4540.jpg","indoor","","indoor"
22,"im17975.jpg","animals; food; indoor","","indoor"
23,"im10130.jpg","food; indoor","","indoor"
24,"im18642.jpg","indoor","","indoor"
25,"im12788.jpg","indoor","","indoor"
26,"im1343.jpg","indoor","","indoor"
27,"im16826.jpg","indoor","","indoor"
28,"im24287.jpg","food; indoor","","indoor"
29,"im4889.jpg","indoor","","indoor"
30,"im8463.jpg","indoor; people","","indoor"
31,"im9538.jpg","indoor","","indoor"
32,"im23580.jpg","animals; bird; indoor","","indoor"
33,"im22417.jpg","indoor","","indoor"
34,"im5526.jpg","indoor","","indoor"
35,"im11585.jpg","indoor","","indoor"
36,"im13128.jpg","indoor","","indoor"
37,"im5671.jpg","indoor","","indoor"
38,"im7240.jpg","indoor; sunset","","indoor"
39,"im13805.jpg","indoor","","indoor"
40,"im7302.jpg","indoor","","indoor"
41,"im12385.jpg","indoor; male; people","","indoor"
42,"im3019.jpg","female; indoor; people; portrait","female; people; portrait","indoor"
43,"im24297.jpg","indoor","","indoor"
44,"im6288.jpg","indoor","","indoor"
45,"im6705.jpg","indoor","","indoor"
46,"im3452.jpg","","",""
47,"im4627.jpg","","",""
48,"im16409.jpg","indoor","","indoor"
49,"im18909.jpg","indoor","","indoor"
50,"im7098.jpg","animals; indoor; people","","indoor"
51,"im16762.jpg","indoor","","indoor"
52,"im15492.jpg","indoor","","indoor"
53,"im13947.jpg","indoor","","indoor"
54,"im14425.jpg","indoor","","indoor"
55,"im11447.jpg","food; indoor; night","","indoor"
56,"im3915.jpg","female; food; indoor; people","","indoor"
57,"im14050.jpg","indoor","","indoor"
58,"im21816.jpg","indoor","","indoor"
59,"im14680.jpg","indoor","","indoor"
60,"im10011.jpg","female; indoor; people","","indoor"
61,"im16029.jpg","food; indoor","","indoor"
62,"im2222.jpg","male; people","",""
63,"im20093.jpg","female; food; indoor; people","","indoor"
64,"im19891.jpg","food","",""
