"rank","index","po_annotation","re_annotation","match_annotation"
1,"im23055.jpg","animals; indoor","","animals; indoor"
2,"im8546.jpg","animals; indoor","","animals; indoor"
3,"im11919.jpg","animals; dog","dog","animals"
4,"im3940.jpg","animals; female; male; people; plant_life; tree","","animals"
5,"im7827.jpg","animals; dog; indoor","dog","animals; indoor"
6,"im20130.jpg","animals; dog; indoor","dog","animals; indoor"
7,"im4976.jpg","animals; indoor","","animals; indoor"
8,"im22038.jpg","animals; female; indoor; people; portrait","female; people; portrait","animals; indoor"
9,"im23124.jpg","animals","","animals"
10,"im19834.jpg","animals; dog","dog","animals"
11,"im3162.jpg","animals; indoor","","animals; indoor"
12,"im8664.jpg","animals; indoor","","animals; indoor"
13,"im22224.jpg","animals; dog; female; indoor; people; structures","dog","animals; indoor"
14,"im20717.jpg","animals; indoor","","animals; indoor"
15,"im20237.jpg","animals; female; indoor; people","","animals; indoor"
16,"im18843.jpg","animals; dog; indoor","dog","animals; indoor"
17,"im7760.jpg","animals; car; female; male; people; sky; structures; transport","people","animals"
18,"im19808.jpg","animals; indoor; male; people; portrait","people; portrait","animals; indoor"
19,"im14374.jpg","animals; indoor","","animals; indoor"
20,"im8153.jpg","animals; indoor","","animals; indoor"
21,"im19918.jpg","animals; structures","","animals"
22,"im9208.jpg","animals; female; indoor; people; portrait","female; people; portrait","animals; indoor"
23,"im21590.jpg","animals; dog; food; indoor","dog","animals; indoor"
24,"im2412.jpg","animals; dog; indoor; male; people; portrait","dog; male; people; portrait","animals; indoor"
25,"im20858.jpg","animals; indoor","","animals; indoor"
26,"im2131.jpg","animals; indoor","","animals; indoor"
27,"im18624.jpg","animals; indoor; people","","animals; indoor"
28,"im15409.jpg","animals; plant_life","","animals"
29,"im8829.jpg","animals; dog; indoor","dog","animals; indoor"
30,"im5589.jpg","animals; dog","dog","animals"
31,"im14660.jpg","animals; indoor; plant_life","","animals; indoor"
32,"im11339.jpg","animals","","animals"
33,"im20755.jpg","animals; dog; structures","dog","animals"
34,"im19663.jpg","animals; dog; people","dog","animals"
35,"im746.jpg","animals; indoor","","animals; indoor"
36,"im23471.jpg","animals; plant_life","","animals"
37,"im13645.jpg","animals; dog; indoor; night","dog","animals; indoor"
38,"im8126.jpg","animals; dog; structures","dog","animals"
