"rank","index","po_annotation","re_annotation","match_annotation"
1,"im2512.jpg","clouds; male; people; plant_life; sky; sunset; tree","male; people","male; people; plant_life; sky; sunset; tree"
2,"im13920.jpg","clouds; lake; male; people; plant_life; sea; sky; sunset; water","male; people","male; people; plant_life; sky; sunset"
3,"im16363.jpg","male; night; people; plant_life; sky; structures; tree","people","male; people; plant_life; sky; tree"
4,"im24399.jpg","clouds; female; people; plant_life; sea; sky; structures; water","female; people","female; people; plant_life; sky"
5,"im13649.jpg","clouds; male; people; sea; sky; structures; sunset; water","people","male; people; sky; sunset"
6,"im8657.jpg","clouds; male; people; plant_life; sea; sky; structures; sunset; water","clouds; male; people","male; people; plant_life; sky; sunset"
7,"im18885.jpg","clouds; male; people; sea; sky; sunset; water","clouds; male; people","male; people; sky; sunset"
8,"im14278.jpg","clouds; female; male; people; sky","female; male; people","female; male; people; sky"
9,"im16157.jpg","clouds; female; male; people; plant_life; sky; sunset; tree","clouds; male; people; tree","female; male; people; plant_life; sky; sunset; tree"
10,"im21153.jpg","clouds; male; night; people; sky","male; night; people","male; people; sky"
11,"im18916.jpg","male; people; sky","male; people","male; people; sky"
12,"im23339.jpg","clouds; female; people; sky","female; people","female; people; sky"
13,"im8905.jpg","clouds; male; people; sky; structures; sunset","male; people","male; people; sky; sunset"
14,"im15756.jpg","female; people; plant_life; portrait; sky","female; people; portrait","female; people; plant_life; sky"
15,"im12617.jpg","clouds; male; people; plant_life; sky; structures; tree","male; people","male; people; plant_life; sky; tree"
16,"im18995.jpg","clouds; female; lake; male; people; plant_life; river; sea; sky; structures; sunset; transport; tree; water","clouds; people; tree","female; male; people; plant_life; sky; sunset; tree"
17,"im15183.jpg","clouds; male; people; sky","male; people","male; people; sky"
18,"im18180.jpg","clouds; female; people; sky; structures; sunset; water","clouds; female; people","female; people; sky; sunset"
19,"im22583.jpg","clouds; male; people; sea; sky; water","male; people","male; people; sky"
20,"im7110.jpg","clouds; lake; male; people; sea; sky; sunset; water","male; people","male; people; sky; sunset"
21,"im10726.jpg","animals; clouds; plant_life; river; sky; sunset; tree; water","","plant_life; sky; sunset; tree"
22,"im19509.jpg","clouds; female; male; night; people; plant_life; sea; sky; structures; sunset; tree; water","clouds; people","female; male; people; plant_life; sky; sunset; tree"
23,"im21727.jpg","clouds; female; male; people; sea; sky; sunset; transport; water","people","female; male; people; sky; sunset"
24,"im980.jpg","night; sky; structures","night","sky"
25,"im1903.jpg","clouds; female; people; sea; sky; sunset; water","female; people","female; people; sky; sunset"
26,"im9475.jpg","clouds; female; people; portrait; sky; sunset","clouds; female; people; portrait","female; people; sky; sunset"
27,"im868.jpg","clouds; female; night; people; plant_life; portrait; sky; sunset; tree","night; people; portrait","female; people; plant_life; sky; sunset; tree"
28,"im6574.jpg","animals; bird; clouds; male; people; sky; structures; sunset","clouds; male; people","male; people; sky; sunset"
29,"im1046.jpg","male; people; plant_life; portrait; sky; structures; tree","male; people; portrait","male; people; plant_life; sky; tree"
30,"im1627.jpg","clouds; female; people; sea; sky; water","clouds; female; people","female; people; sky"
31,"im6318.jpg","female; lake; male; people; plant_life; river; sea; sky; sunset; tree; water","people; tree","female; male; people; plant_life; sky; sunset; tree"
32,"im20214.jpg","male; people; plant_life; river; sky; structures; water","people","male; people; plant_life; sky"
33,"im4933.jpg","clouds; plant_life; sea; sky; structures; sunset; tree; water","clouds","plant_life; sky; sunset; tree"
34,"im16047.jpg","clouds; female; people; portrait; sky","female; people; portrait","female; people; sky"
35,"im23206.jpg","male; people; sky; structures; sunset; transport","male; people","male; people; sky; sunset"
36,"im5824.jpg","car; clouds; female; male; people; plant_life; sky; transport","clouds; people","female; male; people; plant_life; sky"
37,"im1367.jpg","female; male; people; plant_life; sea; tree; water","male; people","female; male; people; plant_life; tree"
38,"im1132.jpg","clouds; male; people; plant_life; portrait; sky","male; people; portrait","male; people; plant_life; sky"
39,"im6267.jpg","night; plant_life; sky; structures; sunset","","plant_life; sky; sunset"
40,"im277.jpg","clouds; plant_life; sky; tree","tree","plant_life; sky; tree"
41,"im5657.jpg","animals; clouds; plant_life; sky; sunset; tree","clouds","plant_life; sky; sunset; tree"
42,"im10410.jpg","clouds; female; people; plant_life; sky; sunset","clouds; female; people","female; people; plant_life; sky; sunset"
43,"im21001.jpg","female; male; people; sky; sunset","male; people","female; male; people; sky; sunset"
44,"im6246.jpg","clouds; plant_life; sky; sunset; tree","tree","plant_life; sky; sunset; tree"
45,"im246.jpg","animals; bird; clouds; male; people; sky; sunset","","male; people; sky; sunset"
46,"im10367.jpg","baby; clouds; female; people; plant_life; sea; sky; structures; sunset; tree; water","female; people; tree","female; people; plant_life; sky; sunset; tree"
47,"im23496.jpg","male; people; plant_life; sky; sunset; tree","male; people","male; people; plant_life; sky; sunset; tree"
48,"im19035.jpg","clouds; plant_life; sky; tree","clouds; tree","plant_life; sky; tree"
49,"im18706.jpg","car; clouds; male; people; sky; structures; transport","male; people","male; people; sky"
50,"im13906.jpg","clouds; male; people; plant_life; sky; structures; tree","","male; people; plant_life; sky; tree"
51,"im3213.jpg","clouds; female; people; plant_life; sky","female; people","female; people; plant_life; sky"
52,"im6141.jpg","clouds; plant_life; sea; sky; sunset; tree; water","","plant_life; sky; sunset; tree"
53,"im16713.jpg","female; night; people; plant_life; sea; sky; sunset; tree; water","female; people","female; people; plant_life; sky; sunset; tree"
54,"im11253.jpg","clouds; plant_life; sky; sunset; tree","","plant_life; sky; sunset; tree"
55,"im19628.jpg","night; plant_life; sky; tree","","plant_life; sky; tree"
56,"im17969.jpg","car; clouds; male; people; plant_life; sky; transport","male; people","male; people; plant_life; sky"
57,"im18926.jpg","clouds; female; lake; people; sea; sky; sunset; water","clouds; female; people","female; people; sky; sunset"
58,"im22070.jpg","clouds; plant_life; sky; tree","clouds","plant_life; sky; tree"
59,"im13310.jpg","clouds; plant_life; sky; structures; sunset","clouds","plant_life; sky; sunset"
60,"im15415.jpg","clouds; female; night; people; plant_life; sea; sky; sunset; water","female; people","female; people; plant_life; sky; sunset"
61,"im19772.jpg","clouds; female; people; plant_life; sky; sunset","clouds; people","female; people; plant_life; sky; sunset"
62,"im15574.jpg","clouds; female; lake; people; plant_life; sea; sky; sunset; water","people","female; people; plant_life; sky; sunset"
63,"im5371.jpg","female; people; plant_life; sky; structures; tree; water","female; people","female; people; plant_life; sky; tree"
64,"im7133.jpg","clouds; male; people; sky; structures; sunset","male; people","male; people; sky; sunset"
65,"im17006.jpg","clouds; plant_life; sky; structures; sunset; tree","clouds","plant_life; sky; sunset; tree"
66,"im16752.jpg","clouds; female; people; plant_life; portrait; sky; tree","female; people; portrait","female; people; plant_life; sky; tree"
67,"im22199.jpg","clouds; plant_life; sea; sky; structures; transport; tree; water","clouds","plant_life; sky; tree"
68,"im10067.jpg","clouds; male; people; plant_life; sky; structures; tree","","male; people; plant_life; sky; tree"
69,"im6533.jpg","clouds; night; plant_life; sky; structures; sunset; tree","clouds","plant_life; sky; sunset; tree"
70,"im8635.jpg","female; people; plant_life; structures","female; people","female; people; plant_life"
71,"im3407.jpg","clouds; female; people; portrait; sky","female; people; portrait","female; people; sky"
72,"im14786.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; sky; tree"
73,"im17807.jpg","female; male; night; people; sky; structures; sunset","female; male; people","female; male; people; sky; sunset"
74,"im23573.jpg","male; people; portrait; sea; sky; sunset; water","male; people; portrait","male; people; sky; sunset"
75,"im23461.jpg","clouds; plant_life; sky; tree","tree","plant_life; sky; tree"
76,"im6610.jpg","female; people; sea; sky; sunset; water","female; people","female; people; sky; sunset"
77,"im19490.jpg","clouds; sea; sky; structures; water","clouds","sky"
78,"im18148.jpg","female; people; portrait; sky; transport","female; people; portrait","female; people; sky"
79,"im10802.jpg","clouds; female; lake; people; plant_life; portrait; sea; sky; sunset; water","female; people; portrait","female; people; plant_life; sky; sunset"
80,"im877.jpg","clouds; female; people; sky; structures","female; people","female; people; sky"
81,"im24117.jpg","female; male; people; sea; sky; water","female; male; people","female; male; people; sky"
82,"im14210.jpg","clouds; female; people; portrait; sky; sunset","female; people; portrait","female; people; sky; sunset"
83,"im10436.jpg","clouds; lake; male; people; sea; sky; structures; transport; water","male; people","male; people; sky"
84,"im315.jpg","clouds; lake; plant_life; sea; sky; sunset; tree; water","tree","plant_life; sky; sunset; tree"
85,"im8508.jpg","flower; male; people; plant_life; portrait; sea; sky; water","male; people; portrait","male; people; plant_life; sky"
86,"im20069.jpg","clouds; male; people; plant_life; portrait; river; sky; tree; water","male; people; portrait","male; people; plant_life; sky; tree"
87,"im8189.jpg","female; male; people; plant_life; sea; sky; sunset; tree; water","people; tree","female; male; people; plant_life; sky; sunset; tree"
88,"im21251.jpg","car; clouds; plant_life; sea; sky; structures; transport; tree; water","","plant_life; sky; tree"
89,"im1466.jpg","clouds; male; people; plant_life; sky; tree","clouds; male; people","male; people; plant_life; sky; tree"
90,"im13119.jpg","animals; clouds; female; people; plant_life; sky; structures; tree","","female; people; plant_life; sky; tree"
91,"im10944.jpg","female; male; people; structures; transport","people","female; male; people"
92,"im16998.jpg","clouds; plant_life; sky; sunset; tree","clouds","plant_life; sky; sunset; tree"
93,"im20486.jpg","animals; clouds; female; people; sky; structures; sunset","clouds","female; people; sky; sunset"
94,"im18990.jpg","clouds; lake; male; night; people; portrait; river; sea; sky; structures; water","clouds; male; people; portrait","male; people; sky"
95,"im10283.jpg","clouds; plant_life; sky; sunset; tree","clouds","plant_life; sky; sunset; tree"
96,"im9035.jpg","night; plant_life; sky; structures; tree","night","plant_life; sky; tree"
97,"im17847.jpg","clouds; lake; plant_life; river; sky; structures; sunset; tree; water","clouds","plant_life; sky; sunset; tree"
98,"im14083.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; sky; tree"
99,"im10237.jpg","plant_life; sea; sky; sunset; tree; water","sea; tree","plant_life; sky; sunset; tree"
100,"im11437.jpg","clouds; male; people; plant_life; sky; structures; tree","people","male; people; plant_life; sky; tree"
101,"im1010.jpg","clouds; female; male; people; plant_life; sky; structures; tree","clouds; people","female; male; people; plant_life; sky; tree"
102,"im8952.jpg","clouds; lake; plant_life; river; sky; sunset; tree; water","clouds; river","plant_life; sky; sunset; tree"
103,"im24072.jpg","clouds; male; people; plant_life; sky; structures; transport","clouds; male; people","male; people; plant_life; sky"
104,"im5842.jpg","clouds; plant_life; sky","","plant_life; sky"
105,"im7532.jpg","clouds; sky; structures; sunset","clouds","sky; sunset"
106,"im16098.jpg","car; clouds; plant_life; sky; structures; transport; tree","clouds","plant_life; sky; tree"
107,"im8488.jpg","clouds; plant_life; sky; sunset; tree","clouds","plant_life; sky; sunset; tree"
108,"im18015.jpg","clouds; sky; structures","","sky"
109,"im4284.jpg","clouds; female; people; sky; structures; water","","female; people; sky"
110,"im637.jpg","male; night; people; plant_life; structures; sunset; tree","male; night; people","male; people; plant_life; sunset; tree"
111,"im5026.jpg","clouds; male; people; sky","clouds","male; people; sky"
112,"im8746.jpg","clouds; plant_life; sea; sky; sunset; tree; water","clouds","plant_life; sky; sunset; tree"
113,"im3636.jpg","clouds; male; people; portrait; sky","clouds; male; people; portrait","male; people; sky"
114,"im10167.jpg","female; indoor; male; night; people","female; male; people","female; male; people"
115,"im20155.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; sky; tree"
116,"im10158.jpg","clouds; female; male; people; plant_life; sea; sky; transport; water","clouds; female; male; people","female; male; people; plant_life; sky"
117,"im15931.jpg","female; male; people; plant_life; sea; tree; water","people","female; male; people; plant_life; tree"
118,"im12625.jpg","clouds; lake; male; people; portrait; sea; sky; structures; sunset; water","male; people; portrait","male; people; sky; sunset"
119,"im9583.jpg","clouds; male; people; sky; sunset","clouds; male; people","male; people; sky; sunset"
120,"im4713.jpg","clouds; night; people; plant_life; sky; sunset; tree","night; people","people; plant_life; sky; sunset; tree"
121,"im12911.jpg","night; sea; sky; water","","sky"
122,"im11801.jpg","clouds; plant_life; sky; structures; transport","","plant_life; sky"
123,"im18080.jpg","animals; plant_life; sea; sky; structures; tree; water","","plant_life; sky; tree"
124,"im1003.jpg","clouds; female; people; sea; sky; sunset; water","people","female; people; sky; sunset"
125,"im20347.jpg","clouds; lake; plant_life; river; sky; tree; water","clouds","plant_life; sky; tree"
126,"im4.jpg","male; people; sea; sky; sunset; transport; water","male; people","male; people; sky; sunset"
127,"im20812.jpg","animals; clouds; plant_life; sky","","plant_life; sky"
128,"im14688.jpg","night; river; sea; sky; water","","sky"
129,"im11889.jpg","car; night; plant_life; sky; structures; transport; tree","","plant_life; sky; tree"
130,"im5826.jpg","clouds; male; people; sky; sunset","male; people","male; people; sky; sunset"
131,"im1796.jpg","male; night; people; plant_life; sky; sunset; tree","people","male; people; plant_life; sky; sunset; tree"
132,"im4046.jpg","animals; clouds; female; male; people; sky; structures","","female; male; people; sky"
133,"im7611.jpg","clouds; plant_life; sky; structures; sunset; tree","clouds","plant_life; sky; sunset; tree"
134,"im19419.jpg","clouds; female; male; people; plant_life; sea; sky; water","","female; male; people; plant_life; sky"
135,"im18113.jpg","female; male; night; people; plant_life; sky; tree","night; people","female; male; people; plant_life; sky; tree"
136,"im17598.jpg","clouds; plant_life; sky; tree","tree","plant_life; sky; tree"
137,"im8621.jpg","clouds; plant_life; sky","clouds","plant_life; sky"
138,"im1143.jpg","clouds; plant_life; sky; sunset; tree","clouds; tree","plant_life; sky; sunset; tree"
