"rank","index","po_annotation","re_annotation","match_annotation"
1,"im23055.jpg","animals; indoor","","animals; indoor"
2,"im8546.jpg","animals; indoor","","animals; indoor"
3,"im11919.jpg","animals; dog","dog","animals"
4,"im3940.jpg","animals; female; male; people; plant_life; tree","","animals"
5,"im20130.jpg","animals; dog; indoor","dog","animals; indoor"
6,"im4976.jpg","animals; indoor","","animals; indoor"
7,"im22038.jpg","animals; female; indoor; people; portrait","female; people; portrait","animals; indoor"
8,"im23124.jpg","animals","","animals"
9,"im19834.jpg","animals; dog","dog","animals"
10,"im8664.jpg","animals; indoor","","animals; indoor"
11,"im22224.jpg","animals; dog; female; indoor; people; structures","dog","animals; indoor"
12,"im20717.jpg","animals; indoor","","animals; indoor"
13,"im20237.jpg","animals; female; indoor; people","","animals; indoor"
14,"im18843.jpg","animals; dog; indoor","dog","animals; indoor"
15,"im7760.jpg","animals; car; female; male; people; sky; structures; transport","people","animals"
16,"im19808.jpg","animals; indoor; male; people; portrait","people; portrait","animals; indoor"
17,"im14374.jpg","animals; indoor","","animals; indoor"
18,"im8153.jpg","animals; indoor","","animals; indoor"
19,"im19918.jpg","animals; structures","","animals"
20,"im9208.jpg","animals; female; indoor; people; portrait","female; people; portrait","animals; indoor"
21,"im21590.jpg","animals; dog; food; indoor","dog","animals; indoor"
22,"im2412.jpg","animals; dog; indoor; male; people; portrait","dog; male; people; portrait","animals; indoor"
23,"im20858.jpg","animals; indoor","","animals; indoor"
24,"im2131.jpg","animals; indoor","","animals; indoor"
25,"im18624.jpg","animals; indoor; people","","animals; indoor"
26,"im15409.jpg","animals; plant_life","","animals"
27,"im8829.jpg","animals; dog; indoor","dog","animals; indoor"
28,"im5589.jpg","animals; dog","dog","animals"
29,"im14660.jpg","animals; indoor; plant_life","","animals; indoor"
30,"im11339.jpg","animals","","animals"
31,"im746.jpg","animals; indoor","","animals; indoor"
32,"im23471.jpg","animals; plant_life","","animals"
33,"im13645.jpg","animals; dog; indoor; night","dog","animals; indoor"
34,"im2722.jpg","animals; dog; indoor","dog","animals; indoor"
35,"im23436.jpg","indoor; night","","indoor"
36,"im24338.jpg","animals; dog; indoor; male; people","dog","animals; indoor"
37,"im24909.jpg","animals; indoor","","animals; indoor"
38,"im22372.jpg","animals; flower; plant_life; structures","flower","animals"
