"rank","index","po_annotation","re_annotation","match_annotation"
1,"im4053.jpg","female; indoor; male; people; portrait","male; people; portrait","female; indoor; male; people"
2,"im23682.jpg","female; indoor; male; people; portrait","female; people; portrait","female; indoor; male; people"
3,"im15913.jpg","female; indoor; male; people; portrait","female; male; people; portrait","female; indoor; male; people"
4,"im20465.jpg","female; indoor; male; people","female; male; people","female; indoor; male; people"
5,"im13212.jpg","female; indoor; male; people","female; male; people","female; indoor; male; people"
6,"im3061.jpg","female; food; indoor; male; people; portrait","female; male; people; portrait","female; indoor; male; people"
7,"im1551.jpg","indoor; male; people","male; people","indoor; male; people"
8,"im7776.jpg","female; indoor; male; people; structures","female; male; people","female; indoor; male; people"
9,"im1750.jpg","female; indoor; male; people; structures","male; people","female; indoor; male; people"
10,"im18900.jpg","female; indoor; male; people","female; male; people","female; indoor; male; people"
