"rank","index","po_annotation","re_annotation","match_annotation"
1,"im4053.jpg","female; indoor; male; people; portrait","male; people; portrait","female; indoor; male; people"
2,"im23682.jpg","female; indoor; male; people; portrait","female; people; portrait","female; indoor; male; people"
3,"im15913.jpg","female; indoor; male; people; portrait","female; male; people; portrait","female; indoor; male; people"
4,"im20465.jpg","female; indoor; male; people","female; male; people","female; indoor; male; people"
5,"im13212.jpg","female; indoor; male; people","female; male; people","female; indoor; male; people"
6,"im3061.jpg","female; food; indoor; male; people; portrait","female; male; people; portrait","female; indoor; male; people"
7,"im1551.jpg","indoor; male; people","male; people","indoor; male; people"
8,"im7776.jpg","female; indoor; male; people; structures","female; male; people","female; indoor; male; people"
9,"im1750.jpg","female; indoor; male; people; structures","male; people","female; indoor; male; people"
10,"im18900.jpg","female; indoor; male; people","female; male; people","female; indoor; male; people"
11,"im7097.jpg","female; indoor; male; people; structures","male; people","female; indoor; male; people"
12,"im4265.jpg","female; indoor; male; night; people","female; people","female; indoor; male; people"
13,"im17824.jpg","female; indoor; male; people; portrait","female; male; people; portrait","female; indoor; male; people"
14,"im6500.jpg","female; indoor; people","female; people","female; indoor; people"
15,"im11497.jpg","indoor; male; people","male; people","indoor; male; people"
16,"im6348.jpg","female; indoor; male; night; people","male; people","female; indoor; male; people"
17,"im1006.jpg","female; indoor; male; people","male; people","female; indoor; male; people"
18,"im13047.jpg","female; indoor; male; people; portrait","female; male; people; portrait","female; indoor; male; people"
19,"im21905.jpg","female; male; night; people; structures","female; people","female; male; people"
20,"im14502.jpg","female; indoor; people; plant_life; portrait","female; people; portrait","female; indoor; people"
21,"im8366.jpg","female; indoor; male; people; structures","people","female; indoor; male; people"
22,"im3362.jpg","female; indoor; male; people","female; male; people","female; indoor; male; people"
23,"im16385.jpg","female; indoor; male; people; portrait","female; male; people; portrait","female; indoor; male; people"
24,"im20570.jpg","female; indoor; male; people","female; male; people","female; indoor; male; people"
25,"im16530.jpg","indoor; night","","indoor"
26,"im9537.jpg","indoor","","indoor"
27,"im273.jpg","female; indoor; male; people; portrait","female; male; people; portrait","female; indoor; male; people"
28,"im4533.jpg","indoor; male; night; people","people","indoor; male; people"
29,"im9815.jpg","female; indoor; male; night; people; portrait","female; male; people; portrait","female; indoor; male; people"
