"rank","index","po_annotation","re_annotation","match_annotation"
1,"im9062.jpg","clouds; lake; plant_life; river; sea; sky; sunset; transport; tree; water","river","clouds; sea; sky; transport; water"
2,"im10883.jpg","clouds; lake; male; people; sea; sky; transport; water","people","clouds; sea; sky; transport; water"
3,"im17717.jpg","clouds; female; lake; male; people; sky; structures; transport; water","people","clouds; sky; transport; water"
4,"im3121.jpg","male; people; sea; sky; transport; water","male; people; sea","sea; sky; transport; water"
5,"im13171.jpg","clouds; sea; sky; transport; water","","clouds; sea; sky; transport; water"
6,"im18752.jpg","clouds; sea; sky; transport; water","","clouds; sea; sky; transport; water"
7,"im10986.jpg","clouds; lake; river; sea; sky; structures; sunset; transport; water","clouds","clouds; sea; sky; transport; water"
8,"im8738.jpg","indoor; night","night",""
9,"im4023.jpg","indoor; people","",""
10,"im14406.jpg","animals; dog; structures","dog",""
11,"im9492.jpg","male; people; sky; transport","male; people","sky; transport"
12,"im24457.jpg","animals; bird; sea; sky; structures; water","","sea; sky; water"
13,"im10500.jpg","lake; male; people; plant_life; portrait; river; sea; sky; transport; tree; water","male; people; portrait","sea; sky; transport; water"
14,"im15914.jpg","female; people","",""
15,"im13445.jpg","clouds; plant_life; sky; structures; tree","","clouds; sky"
16,"im21701.jpg","clouds; sea; sky; structures; water","clouds; sea","clouds; sea; sky; water"
17,"im12652.jpg","animals","",""
18,"im16045.jpg","food; plant_life; structures","",""
19,"im15975.jpg","clouds; lake; night; plant_life; river; sky; structures; tree; water","night","clouds; sky; water"
20,"im11936.jpg","clouds; plant_life; sea; sky; sunset; water","sea","clouds; sea; sky; water"
21,"im16322.jpg","lake; male; people; sea; sky; transport; water","","sea; sky; transport; water"
22,"im17394.jpg","female; lake; male; people; sea; sky; structures; sunset; water","people","sea; sky; water"
23,"im6254.jpg","animals; plant_life","",""
24,"im597.jpg","animals; plant_life","",""
25,"im8324.jpg","male; people; sea; sky; transport; water","male; people; sea","sea; sky; transport; water"
26,"im3318.jpg","animals","",""
27,"im23123.jpg","clouds; plant_life; sea; sky; water","","clouds; sea; sky; water"
28,"im2863.jpg","clouds; sky; structures","","clouds; sky"
29,"im18036.jpg","clouds; male; people; sea; sky; transport; water","people; sea","clouds; sea; sky; transport; water"
30,"im20106.jpg","lake; sea; sky; structures; transport; water","","sea; sky; transport; water"
31,"im24016.jpg","flower; indoor; plant_life","",""
32,"im18911.jpg","clouds; plant_life; sky; structures; sunset; tree","","clouds; sky"
33,"im17281.jpg","sea; sky; transport; water","","sea; sky; transport; water"
34,"im2453.jpg","animals; flower; plant_life","flower",""
35,"im17532.jpg","plant_life","",""
36,"im10202.jpg","clouds; sky; transport","","clouds; sky; transport"
37,"im4874.jpg","clouds; river; sky; structures; sunset; transport; water","","clouds; sky; transport; water"
38,"im6545.jpg","clouds; plant_life; river; sky; structures; sunset; tree; water","clouds","clouds; sky; water"
39,"im9021.jpg","indoor; night","",""
40,"im15528.jpg","indoor","",""
41,"im7411.jpg","indoor; night","",""
