"rank","index","po_annotation","re_annotation","match_annotation"
1,"im22317.jpg","night; sky","night","night; sky"
2,"im14954.jpg","night; sky","night","night; sky"
3,"im20341.jpg","night; sky","night","night; sky"
4,"im1048.jpg","night; sky","night","night; sky"
5,"im11791.jpg","night; sky","night","night; sky"
6,"im16770.jpg","night; sky","night","night; sky"
7,"im5799.jpg","night; sky","night","night; sky"
8,"im8735.jpg","night; sky","night","night; sky"
9,"im14905.jpg","night; sky","night","night; sky"
10,"im14935.jpg","night; sky","night","night; sky"
11,"im5794.jpg","night; sky","night","night; sky"
12,"im14398.jpg","night; sky","night","night; sky"
13,"im13089.jpg","night; plant_life; sky; tree","night","night; sky"
14,"im5840.jpg","night; sky","night","night; sky"
15,"im14928.jpg","night; sky","night","night; sky"
16,"im11960.jpg","night; sky","night","night; sky"
17,"im16597.jpg","night; sky","night","night; sky"
18,"im10170.jpg","night; sky","night","night; sky"
19,"im22474.jpg","night; sky","night","night; sky"
20,"im19062.jpg","night; sky","night","night; sky"
21,"im2171.jpg","night; sky","night","night; sky"
22,"im17675.jpg","indoor; night","","night"
23,"im3813.jpg","food; water","",""
24,"im14980.jpg","night; sky","night","night; sky"
25,"im8445.jpg","night; sky","","night; sky"
26,"im1307.jpg","flower; night; plant_life","flower","night"
27,"im14248.jpg","indoor; male; night; people","","night"
28,"im6079.jpg","night; plant_life; tree; water","","night"
29,"im1602.jpg","male; night; people; portrait","male; people; portrait","night"
30,"im10313.jpg","indoor; night","","night"
31,"im22745.jpg","night; sky","night","night; sky"
32,"im13239.jpg","female; night; people; sky","night","night; sky"
33,"im8226.jpg","indoor; male; people","male; people",""
34,"im6940.jpg","female; night; people; portrait","female; people; portrait","night"
35,"im21439.jpg","night; sky","","night; sky"
36,"im13227.jpg","clouds; night; sky","night","night; sky"
37,"im10718.jpg","male; people; sky; structures; sunset; transport","people","sky"
38,"im9776.jpg","night; people","","night"
39,"im22922.jpg","indoor; male; night; people","","night"
40,"im6375.jpg","indoor; male; people; portrait","male; people",""
41,"im22433.jpg","animals; plant_life; water","",""
42,"im11692.jpg","night","","night"
43,"im9134.jpg","female; indoor; night; people","female; people","night"
44,"im9676.jpg","female; night; people","female; people","night"
