"rank","index","po_annotation","re_annotation","match_annotation"
1,"im2512.jpg","clouds; male; people; plant_life; sky; sunset; tree","male; people","male; people; plant_life; sky; sunset; tree"
2,"im13920.jpg","clouds; lake; male; people; plant_life; sea; sky; sunset; water","male; people","male; people; plant_life; sky; sunset"
3,"im16363.jpg","male; night; people; plant_life; sky; structures; tree","people","male; people; plant_life; sky; tree"
4,"im24399.jpg","clouds; female; people; plant_life; sea; sky; structures; water","female; people","female; people; plant_life; sky"
5,"im13649.jpg","clouds; male; people; sea; sky; structures; sunset; water","people","male; people; sky; sunset"
6,"im8657.jpg","clouds; male; people; plant_life; sea; sky; structures; sunset; water","clouds; male; people","male; people; plant_life; sky; sunset"
7,"im18885.jpg","clouds; male; people; sea; sky; sunset; water","clouds; male; people","male; people; sky; sunset"
8,"im14278.jpg","clouds; female; male; people; sky","female; male; people","female; male; people; sky"
9,"im16157.jpg","clouds; female; male; people; plant_life; sky; sunset; tree","clouds; male; people; tree","female; male; people; plant_life; sky; sunset; tree"
10,"im21153.jpg","clouds; male; night; people; sky","male; night; people","male; people; sky"
