"rank","index","po_annotation","re_annotation","match_labels"
1,"im743.jpg","animals; dog; indoor","dog","dog"
2,"im4318.jpg","animals; dog; plant_life; structures","dog","dog"
3,"im7968.jpg","animals; dog; indoor","dog","dog"
4,"im21646.jpg","animals; dog; plant_life; structures","dog","dog"
5,"im2923.jpg","structures","",""
6,"im6994.jpg","animals; dog; plant_life","dog","dog"
7,"im14948.jpg","animals; dog; indoor","dog","dog"
8,"im5333.jpg","animals; dog; plant_life; structures","dog","dog"
9,"im5237.jpg","animals; dog; indoor","dog","dog"
10,"im4677.jpg","animals; dog; indoor","dog","dog"
11,"im3929.jpg","animals; dog; plant_life; structures","dog","dog"
12,"im4447.jpg","animals; dog; indoor","dog","dog"
13,"im24220.jpg","animals; dog; plant_life; structures","dog","dog"
14,"im20622.jpg","animals; dog; plant_life","dog","dog"
15,"im19663.jpg","animals; dog; people","dog","dog"
16,"im6658.jpg","animals; dog; indoor","dog","dog"
17,"im6048.jpg","animals; dog","dog","dog"
18,"im1468.jpg","animals","",""
19,"im17409.jpg","animals; dog; male; people","dog; male; people","dog"
20,"im8074.jpg","animals; dog; indoor; male; people; portrait","dog; male; people; portrait","dog"
21,"im4626.jpg","female; people","",""
22,"im21446.jpg","animals; clouds; dog; sea; sky; water","dog","dog"
23,"im14018.jpg","indoor; night; people","",""
24,"im19773.jpg","female; indoor; people","",""
25,"im21125.jpg","animals; dog; structures","dog","dog"
26,"im5992.jpg","indoor","",""
27,"im410.jpg","animals; dog","dog","dog"
28,"im1115.jpg","animals; dog; indoor","dog","dog"
29,"im1582.jpg","male; people; portrait","male; people; portrait",""
30,"im17250.jpg","clouds; plant_life; sky; structures; tree","",""
31,"im15914.jpg","female; people","",""
32,"im20627.jpg","animals; food; plant_life","",""
33,"im14804.jpg","female; indoor; people","",""
34,"im21746.jpg","indoor","",""
35,"im17233.jpg","animals; bird; plant_life","bird",""
36,"im4023.jpg","indoor; people","",""
37,"im6960.jpg","indoor; night","",""
38,"im14847.jpg","flower; indoor; plant_life; tree","",""
39,"im15739.jpg","female; indoor; people; portrait; structures","female; people; portrait",""
40,"im15830.jpg","animals; dog; structures","dog","dog"
41,"im4132.jpg","people; structures","",""
42,"im18226.jpg","animals; plant_life","",""
43,"im17151.jpg","indoor","",""
44,"im24003.jpg","food; sky; structures","",""
45,"im14765.jpg","car; plant_life; sky; structures; transport; tree","",""
46,"im9021.jpg","indoor; night","",""
47,"im19195.jpg","female; indoor; people; plant_life","",""
48,"im15528.jpg","indoor","",""
49,"im21586.jpg","indoor; male; people","",""
50,"im13552.jpg","animals; indoor; plant_life","",""
51,"im288.jpg","animals; flower; plant_life","flower",""
52,"im22062.jpg","clouds; food; male; people; sky","",""
53,"im24016.jpg","flower; indoor; plant_life","",""
54,"im17951.jpg","indoor","",""
55,"im5717.jpg","animals; dog; indoor; plant_life; structures","dog","dog"
56,"im16637.jpg","indoor; people","",""
57,"im11328.jpg","animals; plant_life; structures","",""
58,"im10520.jpg","indoor","",""
59,"im10555.jpg","animals; indoor","",""
60,"im24996.jpg","animals; plant_life; tree","",""
61,"im23789.jpg","animals; plant_life","",""
62,"im18567.jpg","clouds; lake; night; plant_life; river; sky; structures; sunset; tree; water","clouds",""
63,"im1976.jpg","food; indoor","",""
64,"im17363.jpg","female; people; structures","female; people",""
65,"im19179.jpg","plant_life; sky; structures; tree","",""
66,"im15165.jpg","indoor","",""
67,"im2263.jpg","food; indoor","",""
68,"im4772.jpg","car; clouds; people; plant_life; sky; structures; transport; tree","",""
69,"im13078.jpg","male; people; structures","",""
70,"im4481.jpg","clouds; plant_life; sky; structures; tree","",""
71,"im3290.jpg","animals; plant_life","",""
72,"im12262.jpg","food; people; structures","",""
73,"im7346.jpg","car; sky; structures; transport","",""
74,"im22643.jpg","animals; indoor","",""
75,"im2684.jpg","animals; structures","",""
76,"im1377.jpg","food; indoor","",""
77,"im11608.jpg","animals; indoor","",""
78,"im1227.jpg","","",""
79,"im11162.jpg","female; indoor; people; portrait","female; people; portrait",""
80,"im20162.jpg","animals; bird; structures","bird",""
81,"im11900.jpg","animals; structures","",""
82,"im18982.jpg","","",""
83,"im5747.jpg","animals; flower; plant_life","flower",""
84,"im20220.jpg","indoor","",""
85,"im7718.jpg","animals; dog; plant_life; structures","dog","dog"
86,"im12828.jpg","car; male; people; plant_life; sky; structures; transport; tree","car",""
87,"im9370.jpg","female; indoor; people","people",""
88,"im22118.jpg","","",""
89,"im6480.jpg","animals; lake; plant_life; river; water","",""
90,"im16375.jpg","indoor","",""
91,"im16318.jpg","animals","",""
92,"im23230.jpg","animals; dog; plant_life; river; sky; tree; water","dog","dog"
93,"im8738.jpg","indoor; night","night",""
94,"im6677.jpg","animals; dog; male; people; plant_life; sky; structures; tree","male; people",""
95,"im20755.jpg","animals; dog; structures","dog","dog"
96,"im20707.jpg","animals; indoor","",""
97,"im11390.jpg","animals; dog; structures","dog","dog"
98,"im4630.jpg","animals; flower; plant_life","flower",""
99,"im22298.jpg","animals; dog; indoor","dog","dog"
100,"im17509.jpg","animals; dog; plant_life","dog","dog"
101,"im18337.jpg","plant_life; sky; structures; transport; tree","",""
102,"im1135.jpg","indoor; male; people; portrait","male; people; portrait",""
103,"im21880.jpg","food; indoor","",""
104,"im4902.jpg","lake; male; people; plant_life; river; sky; tree; water","male; people; river",""
105,"im21080.jpg","animals; bird; plant_life","bird",""
106,"im21303.jpg","animals","",""
107,"im24487.jpg","clouds; plant_life; sky; structures","",""
108,"im6031.jpg","animals; plant_life","",""
109,"im14581.jpg","indoor","",""
110,"im4634.jpg","female; male; people; structures","female; male; people",""
111,"im3776.jpg","clouds; sky","clouds",""
112,"im5466.jpg","animals; bird; plant_life","bird",""
113,"im1352.jpg","animals; dog; indoor; sky","dog","dog"
114,"im2830.jpg","food","",""
115,"im23287.jpg","female; people; plant_life; portrait; structures; transport; tree; water","female; people; portrait",""
116,"im3114.jpg","animals; bird; plant_life; river; water","bird",""
117,"im19555.jpg","indoor","",""
118,"im20275.jpg","people","",""
119,"im21605.jpg","indoor","",""
120,"im8765.jpg","sea; sky; structures; water","sea",""
121,"im3454.jpg","animals; bird; male; people; sea; transport; water","bird",""
122,"im5198.jpg","animals; plant_life","",""
123,"im5506.jpg","female; indoor; people; portrait","female; people; portrait",""
124,"im15704.jpg","indoor; structures","",""
125,"im20713.jpg","clouds; plant_life; sky; structures; tree","",""
126,"im20919.jpg","plant_life; sky; structures; transport","",""
127,"im23625.jpg","female; people; structures","",""
128,"im10500.jpg","lake; male; people; plant_life; portrait; river; sea; sky; transport; tree; water","male; people; portrait",""
129,"im24327.jpg","female; male; people; plant_life; sky; structures","female; male; people",""
130,"im10883.jpg","clouds; lake; male; people; sea; sky; transport; water","people",""
131,"im12167.jpg","flower; indoor; plant_life","",""
132,"im21375.jpg","food; indoor","",""
133,"im11527.jpg","female; night; people; plant_life; portrait; tree","female; people; portrait",""
134,"im13152.jpg","animals; dog; indoor","dog","dog"
135,"im1901.jpg","animals; flower; plant_life","flower",""
136,"im8775.jpg","car; clouds; plant_life; sky; structures; transport; tree","",""
137,"im12744.jpg","animals; clouds; dog; plant_life; sky; structures; tree","dog","dog"
138,"im21990.jpg","indoor","",""
139,"im5787.jpg","female; indoor; people","",""
140,"im9813.jpg","animals; dog; flower; lake; plant_life; river; water","dog","dog"
141,"im13623.jpg","indoor","",""
142,"im7001.jpg","food; indoor; night","",""
143,"im4984.jpg","animals; dog; plant_life; sky; sunset; tree","dog","dog"
144,"im5888.jpg","animals; dog; plant_life; sky; tree","dog","dog"
145,"im23415.jpg","animals; dog; food","dog","dog"
146,"im7374.jpg","animals; dog; plant_life; sky; sunset; tree","dog","dog"
147,"im16045.jpg","food; plant_life; structures","",""
148,"im10477.jpg","animals; plant_life","",""
149,"im3642.jpg","sky; structures","",""
150,"im15975.jpg","clouds; lake; night; plant_life; river; sky; structures; tree; water","night",""
151,"im12099.jpg","plant_life; structures","",""
152,"im11780.jpg","animals; bird; plant_life","bird",""
153,"im10602.jpg","clouds; sky; transport","",""
154,"im18879.jpg","indoor","",""
155,"im3724.jpg","indoor","",""
156,"im20970.jpg","animals; flower; plant_life","flower",""
157,"im13534.jpg","female; people; portrait; structures","female; people; portrait",""
158,"im10430.jpg","female; indoor; people","",""
159,"im446.jpg","clouds; plant_life; sky; tree","clouds",""
160,"im2159.jpg","flower; plant_life; sky; transport","",""
161,"im11966.jpg","indoor","",""
162,"im2055.jpg","plant_life; structures; transport","",""
163,"im4646.jpg","female; indoor; people; portrait","female; people; portrait",""
164,"im9053.jpg","car; clouds; plant_life; sky; structures; transport; tree","",""
165,"im581.jpg","animals; flower; plant_life","",""
166,"im2851.jpg","animals; dog; flower; indoor; plant_life","dog","dog"
167,"im8718.jpg","animals; dog; plant_life","dog","dog"
168,"im5448.jpg","animals","",""
169,"im6519.jpg","female; indoor; people; portrait","female; people; portrait",""
170,"im24528.jpg","animals; plant_life; sunset","",""
171,"im18379.jpg","animals; lake; plant_life; river; water","",""
172,"im16331.jpg","plant_life","",""
173,"im3271.jpg","female; indoor; people; portrait","female; people; portrait",""
174,"im714.jpg","structures","",""
175,"im24457.jpg","animals; bird; sea; sky; structures; water","",""
176,"im13704.jpg","food; indoor","",""
177,"im960.jpg","animals; plant_life","",""
178,"im9633.jpg","people","",""
179,"im18405.jpg","food; indoor","",""
180,"im11461.jpg","clouds; sky; structures; water","",""
181,"im1423.jpg","female; people","",""
182,"im13504.jpg","animals; flower; plant_life","",""
183,"im16748.jpg","animals; dog; indoor; male; people; portrait","dog; male; people; portrait","dog"
184,"im13536.jpg","indoor; male; night; portrait","",""
185,"im10064.jpg","female; indoor; male; people; structures","people",""
186,"im8877.jpg","indoor","",""
187,"im17980.jpg","indoor","",""
188,"im15447.jpg","indoor","",""
189,"im23983.jpg","animals; dog; plant_life","dog","dog"
190,"im15550.jpg","animals; night; plant_life","night",""
191,"im2025.jpg","female; indoor; people; portrait","female; people; portrait",""
192,"im6706.jpg","female; people; structures; transport","female",""
193,"im21377.jpg","food; indoor; people","",""
194,"im3280.jpg","indoor","",""
195,"im24594.jpg","structures","",""
196,"im11923.jpg","animals; dog; indoor","dog","dog"
197,"im16468.jpg","indoor","",""
198,"im10837.jpg","sea; structures; water","",""
199,"im19471.jpg","animals; water","",""
200,"im13907.jpg","indoor","",""
201,"im10704.jpg","structures; transport","",""
202,"im16495.jpg","animals; male; people; portrait; sky","male; people; portrait",""
203,"im16362.jpg","indoor","",""
204,"im9417.jpg","indoor","",""
205,"im22787.jpg","animals; plant_life","",""
206,"im20860.jpg","indoor","",""
207,"im6628.jpg","indoor; structures","",""
208,"im19100.jpg","female; indoor; male; people; portrait","male; people; portrait",""
209,"im3318.jpg","animals","",""
210,"im19570.jpg","food","",""
211,"im18040.jpg","animals; plant_life; sky","",""
212,"im5727.jpg","clouds; plant_life; sky; structures; transport; tree","",""
213,"im14088.jpg","clouds; plant_life; river; sky; transport; tree; water","",""
214,"im9533.jpg","night; sky; structures","night",""
215,"im3892.jpg","indoor","",""
216,"im23661.jpg","animals; dog; flower; plant_life","dog; flower","dog"
217,"im18597.jpg","indoor","",""
218,"im7881.jpg","female; indoor; people","",""
219,"im63.jpg","animals; flower; plant_life","",""
220,"im21282.jpg","indoor; structures","",""
221,"im18634.jpg","animals; food","",""
222,"im23984.jpg","structures","",""
223,"im12914.jpg","animals; dog; female; male; people; sky; structures","dog; people","dog"
224,"im19285.jpg","animals; plant_life; structures","",""
225,"im1460.jpg","animals; bird; plant_life","bird",""
226,"im19727.jpg","indoor","",""
227,"im17890.jpg","animals; dog; indoor","dog","dog"
228,"im8091.jpg","female; indoor; people","",""
229,"im240.jpg","animals; plant_life","",""
230,"im14596.jpg","animals; flower; plant_life","flower",""
231,"im12444.jpg","plant_life; structures","",""
232,"im18141.jpg","animals; bird; food; plant_life","bird",""
233,"im9128.jpg","clouds; plant_life; sky; structures; transport; tree","",""
234,"im2562.jpg","animals; plant_life","",""
235,"im24465.jpg","food; plant_life","",""
236,"im7828.jpg","night; plant_life","",""
237,"im1072.jpg","animals; plant_life","",""
238,"im1660.jpg","clouds; sky; transport","",""
239,"im1388.jpg","animals; sea; sky; water","",""
240,"im24662.jpg","animals; dog; female; indoor; people; portrait","dog; female; people; portrait","dog"
241,"im301.jpg","indoor; male; people; portrait","male; people; portrait",""
242,"im281.jpg","plant_life; sky; tree","",""
243,"im20273.jpg","indoor","",""
244,"im15293.jpg","animals; dog; indoor","dog","dog"
245,"im11916.jpg","car; plant_life; sky; structures; transport; tree","car",""
246,"im740.jpg","animals","",""
247,"im8467.jpg","animals; bird; lake; river; water","bird",""
248,"im220.jpg","clouds; plant_life; sky; structures","",""
249,"im18985.jpg","car; female; male; people; plant_life; sky; structures; transport; tree","car; female; male; people",""
250,"im9388.jpg","animals","",""
251,"im13292.jpg","food; indoor","",""
252,"im9957.jpg","animals; plant_life; tree","",""
253,"im21644.jpg","animals; plant_life; sky; tree","",""
254,"im22629.jpg","structures","",""
255,"im14623.jpg","plant_life; sky; structures","",""
256,"im17338.jpg","clouds; sky; transport","clouds",""
257,"im14152.jpg","animals; flower; plant_life","",""
258,"im14118.jpg","animals; plant_life; structures","",""
259,"im15370.jpg","indoor; people","",""
260,"im13870.jpg","clouds; sky","clouds",""
261,"im10836.jpg","indoor","",""
262,"im952.jpg","animals; plant_life; structures","",""
263,"im19378.jpg","animals; dog; plant_life; structures","dog","dog"
