"rank","index","po_annotation","re_annotation","match_annotation"
1,"im24442.jpg","flower; plant_life; tree","flower; tree","flower; plant_life"
2,"im24438.jpg","flower; plant_life","flower","flower; plant_life"
3,"im12196.jpg","flower; plant_life; tree","flower","flower; plant_life"
4,"im23466.jpg","flower; plant_life","flower","flower; plant_life"
5,"im3112.jpg","flower; plant_life","flower","flower; plant_life"
6,"im23558.jpg","flower; plant_life","flower","flower; plant_life"
7,"im24367.jpg","flower; plant_life","flower","flower; plant_life"
8,"im13766.jpg","flower; plant_life","flower","flower; plant_life"
9,"im19114.jpg","flower; night; plant_life","flower","flower; plant_life"
10,"im1916.jpg","flower; plant_life","flower","flower; plant_life"
11,"im24947.jpg","flower; plant_life","flower","flower; plant_life"
12,"im18618.jpg","flower; plant_life","flower","flower; plant_life"
13,"im3779.jpg","flower; plant_life","flower","flower; plant_life"
14,"im5428.jpg","flower; plant_life","flower","flower; plant_life"
15,"im3264.jpg","flower; plant_life","flower","flower; plant_life"
16,"im1217.jpg","flower; plant_life","flower","flower; plant_life"
17,"im19221.jpg","flower; plant_life","flower","flower; plant_life"
18,"im15107.jpg","flower; plant_life","flower","flower; plant_life"
19,"im5110.jpg","flower; plant_life","flower","flower; plant_life"
20,"im19354.jpg","flower; night; plant_life","flower","flower; plant_life"
21,"im3836.jpg","flower; night; plant_life","flower","flower; plant_life"
22,"im15078.jpg","plant_life","","plant_life"
23,"im21188.jpg","flower; plant_life","flower","flower; plant_life"
24,"im23755.jpg","flower; plant_life","flower","flower; plant_life"
25,"im21216.jpg","flower; plant_life","flower","flower; plant_life"
26,"im24857.jpg","flower; plant_life; tree","flower","flower; plant_life"
27,"im18907.jpg","flower; plant_life","flower","flower; plant_life"
28,"im17017.jpg","flower; plant_life","flower","flower; plant_life"
29,"im24298.jpg","flower; plant_life","flower","flower; plant_life"
30,"im4152.jpg","flower; plant_life","flower","flower; plant_life"
31,"im3882.jpg","flower; plant_life","flower","flower; plant_life"
32,"im5392.jpg","flower; plant_life","flower","flower; plant_life"
33,"im16011.jpg","flower; plant_life","flower","flower; plant_life"
34,"im3860.jpg","flower; plant_life; structures","flower","flower; plant_life"
35,"im21174.jpg","flower; plant_life","flower","flower; plant_life"
36,"im3802.jpg","flower; plant_life","flower","flower; plant_life"
37,"im13022.jpg","flower; plant_life","flower","flower; plant_life"
38,"im15034.jpg","flower; plant_life","flower","flower; plant_life"
39,"im22755.jpg","flower; plant_life","flower","flower; plant_life"
40,"im3898.jpg","people; plant_life","","plant_life"
41,"im5829.jpg","flower; plant_life","flower","flower; plant_life"
42,"im5895.jpg","flower; plant_life","flower","flower; plant_life"
43,"im13065.jpg","clouds; flower; plant_life; sky; tree","flower","flower; plant_life"
44,"im4760.jpg","flower; indoor; plant_life","flower","flower; plant_life"
45,"im653.jpg","flower; plant_life","flower","flower; plant_life"
46,"im24409.jpg","flower; plant_life","flower","flower; plant_life"
47,"im3249.jpg","flower; plant_life","flower","flower; plant_life"
48,"im7888.jpg","flower; plant_life","flower","flower; plant_life"
49,"im6874.jpg","flower; plant_life; sky; tree","flower; tree","flower; plant_life"
50,"im19746.jpg","flower; plant_life","flower","flower; plant_life"
51,"im4761.jpg","flower; plant_life","flower","flower; plant_life"
