"rank","index","po_annotation","re_annotation","match_annotation"
1,"im6634.jpg","clouds; plant_life; sea; sky; sunset; tree; water","","plant_life; tree; water"
2,"im253.jpg","clouds; plant_life; river; sky; tree; water","clouds; river","plant_life; river; tree; water"
3,"im19517.jpg","clouds; plant_life; sea; sky; water","","plant_life; water"
4,"im22463.jpg","indoor","",""
5,"im6028.jpg","male; people; plant_life; portrait; river; sky; structures; tree; water","male; people; portrait","plant_life; river; tree; water"
6,"im3030.jpg","clouds; sky; structures; sunset; transport","",""
7,"im587.jpg","night; sky; structures","night",""
8,"im3601.jpg","female; night; people; plant_life; sky; sunset; tree; water","female; people","plant_life; tree; water"
9,"im18819.jpg","animals; bird; lake; plant_life; tree; water","tree","plant_life; tree; water"
10,"im2942.jpg","clouds; flower; lake; plant_life; sky; water","","plant_life; water"
11,"im2301.jpg","plant_life; river; water","","plant_life; river; water"
12,"im588.jpg","male; people; plant_life; sunset","male; people","plant_life"
13,"im6338.jpg","clouds; plant_life; sky; tree","tree","plant_life; tree"
14,"im6114.jpg","clouds; plant_life; sky; sunset; tree","clouds","plant_life; tree"
15,"im16226.jpg","clouds; female; people; portrait; sea; sky; water","female; people; portrait","water"
16,"im699.jpg","animals; indoor","",""
17,"im23975.jpg","clouds; lake; sea; sky; sunset; water","","water"
18,"im8602.jpg","clouds; plant_life; sea; sky; tree; water","","plant_life; tree; water"
19,"im146.jpg","plant_life; sky; tree","","plant_life; tree"
20,"im2607.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; tree"
21,"im8446.jpg","clouds; plant_life; sky; structures; tree","clouds","plant_life; tree"
22,"im3093.jpg","female; indoor; male; people; portrait","female; people; portrait",""
23,"im3962.jpg","clouds; lake; plant_life; river; sky; sunset; tree; water","tree","plant_life; river; tree; water"
24,"im8525.jpg","lake; plant_life; river; sea; sky; water","","plant_life; river; water"
25,"im117.jpg","animals; sky","",""
26,"im7111.jpg","indoor; male; people; structures; transport","male; people",""
27,"im13541.jpg","indoor","",""
28,"im656.jpg","flower; plant_life","flower","plant_life"
29,"im18423.jpg","flower; indoor; plant_life","","plant_life"
30,"im7865.jpg","clouds; plant_life; river; sky; structures; transport; tree; water","clouds","plant_life; river; tree; water"
31,"im15633.jpg","male; people; plant_life; river; sky; tree; water","people","plant_life; river; tree; water"
32,"im11432.jpg","male; people; portrait","male; people; portrait",""
33,"im19.jpg","structures","",""
34,"im15476.jpg","indoor; people; structures","",""
35,"im23974.jpg","male; people; sea; sky; water","male; people","water"
36,"im19937.jpg","clouds; plant_life; river; sky; structures; water","clouds","plant_life; river; water"
37,"im9.jpg","clouds; sky; structures","",""
38,"im20006.jpg","female; indoor; male; people; structures","male; people",""
39,"im24365.jpg","female; people; plant_life; portrait; structures","female; people; portrait","plant_life"
40,"im864.jpg","female; male; people; sea; sky; water","female; male; people","water"
41,"im11072.jpg","female; male; people; plant_life; structures; tree","female; male; people","plant_life; tree"
42,"im2759.jpg","plant_life; sky; structures; tree","","plant_life; tree"
43,"im2181.jpg","food; indoor; male; people","male; people",""
44,"im5122.jpg","indoor; male; night; people","male; people",""
45,"im11610.jpg","plant_life; river; tree; water","river","plant_life; river; tree; water"
46,"im18954.jpg","indoor","",""
47,"im15776.jpg","plant_life; river; tree; water","","plant_life; river; tree; water"
48,"im18039.jpg","clouds; plant_life; sky; structures; transport; tree","clouds","plant_life; tree"
49,"im22688.jpg","indoor; night; sunset","",""
50,"im918.jpg","female; male; night; people; plant_life; tree; water","night; people","plant_life; tree; water"
51,"im13788.jpg","indoor; male; night; people","male; people",""
52,"im5103.jpg","baby; female; indoor; people; portrait","people; portrait",""
53,"im9047.jpg","clouds; sky; structures; sunset","clouds",""
54,"im8596.jpg","female; people; portrait","female; people; portrait",""
55,"im148.jpg","sea; sky; structures; transport; water","","water"
56,"im22536.jpg","clouds; lake; plant_life; river; sky; tree; water","clouds","plant_life; river; tree; water"
57,"im23289.jpg","clouds; female; male; people; plant_life; sea; sky; tree; water","clouds","plant_life; tree; water"
58,"im11418.jpg","indoor; male; night; people; portrait; structures","male; people; portrait",""
59,"im24044.jpg","clouds; indoor; sea; sky; water","","water"
60,"im24309.jpg","female; indoor; people; portrait","female; people; portrait",""
61,"im23391.jpg","female; male; people; plant_life; sky","people","plant_life"
62,"im24541.jpg","sunset; water","","water"
63,"im9130.jpg","clouds; sky; structures","clouds",""
64,"im13943.jpg","animals; bird; lake; plant_life; river; water","bird","plant_life; river; water"
65,"im3614.jpg","male; night; people; plant_life; structures; tree","male; people","plant_life; tree"
66,"im19899.jpg","indoor; structures","",""
67,"im16416.jpg","clouds; night; sky; structures","night",""
68,"im6428.jpg","female; lake; male; people; plant_life; river; sky; sunset; tree; water","people","plant_life; river; tree; water"
69,"im7711.jpg","indoor; male; night; people","people",""
70,"im5990.jpg","clouds; sea; sky; sunset; transport; water","clouds","water"
