"rank","index","po_annotation","re_annotation","match_annotation"
1,"im13144.jpg","female; people; plant_life; sky; structures","","people"
2,"im16055.jpg","night; sky; structures","",""
3,"im10123.jpg","indoor; male; people","","people"
4,"im20282.jpg","indoor; people","","people"
5,"im3367.jpg","animals; dog; female; indoor; people; portrait","dog; female; people; portrait","people"
6,"im2385.jpg","plant_life; structures","",""
7,"im420.jpg","female; people","female","people"
8,"im9862.jpg","female; indoor; people","","people"
9,"im12401.jpg","female; indoor; people","female; people","people"
10,"im22815.jpg","female; indoor; people","female; people","people"
