"rank","index","po_annotation","re_annotation","match_annotation"
1,"im23199.jpg","clouds; lake; plant_life; sky; tree; water","clouds","clouds; lake; sky; water"
2,"im16396.jpg","clouds; lake; plant_life; sky; tree; water","clouds","clouds; lake; sky; water"
3,"im12921.jpg","clouds; lake; plant_life; river; sky; tree; water","clouds","clouds; lake; sky; water"
4,"im21820.jpg","clouds; plant_life; sky; structures","clouds","clouds; sky"
5,"im10994.jpg","clouds; plant_life; sky; tree","","clouds; sky"
6,"im16503.jpg","plant_life; sky; tree","","sky"
7,"im2764.jpg","plant_life; sky; sunset; tree","","sky"
8,"im17785.jpg","clouds; lake; plant_life; sky; tree; water","","clouds; lake; sky; water"
9,"im17314.jpg","plant_life; sky; sunset","","sky"
10,"im4553.jpg","plant_life; sky; structures; tree","","sky"
11,"im762.jpg","clouds; plant_life; sky; sunset; tree","clouds; tree","clouds; sky"
12,"im612.jpg","clouds; plant_life; sky; tree","","clouds; sky"
13,"im617.jpg","sky","","sky"
14,"im8304.jpg","clouds; female; male; people; plant_life; sky; structures; sunset; tree","","clouds; sky"
15,"im15628.jpg","clouds; lake; plant_life; river; sky; structures; sunset; tree; water","","clouds; lake; sky; water"
16,"im17528.jpg","clouds; plant_life; sky; tree","","clouds; sky"
17,"im4945.jpg","clouds; plant_life; sky; sunset; tree","clouds","clouds; sky"
18,"im12517.jpg","clouds; male; people; plant_life; sky","male; people","clouds; sky"
19,"im5869.jpg","clouds; plant_life; sky; structures; tree","","clouds; sky"
20,"im15910.jpg","clouds; plant_life; sky","clouds","clouds; sky"
21,"im1417.jpg","sky","","sky"
22,"im302.jpg","clouds; flower; plant_life; sky","clouds","clouds; sky"
23,"im11589.jpg","clouds; plant_life; sky; sunset; tree","","clouds; sky"
24,"im18711.jpg","clouds; plant_life; sky","clouds","clouds; sky"
25,"im4649.jpg","plant_life; sky; sunset; tree","","sky"
26,"im8758.jpg","plant_life; sky; tree","","sky"
27,"im3960.jpg","clouds; plant_life; sky","","clouds; sky"
28,"im6698.jpg","plant_life; sky; structures; tree","","sky"
29,"im7695.jpg","car; clouds; plant_life; sky; structures; transport; tree","clouds","clouds; sky"
30,"im18227.jpg","clouds; male; people; plant_life; sky; transport; tree","tree","clouds; sky"
31,"im23497.jpg","clouds; lake; sea; sky; structures; water","clouds","clouds; lake; sky; water"
32,"im794.jpg","clouds; sky","clouds","clouds; sky"
33,"im3229.jpg","clouds; plant_life; sky; tree","","clouds; sky"
34,"im14322.jpg","clouds; lake; plant_life; river; sky; tree; water","","clouds; lake; sky; water"
35,"im11239.jpg","clouds; lake; sky; water","clouds","clouds; lake; sky; water"
36,"im23847.jpg","clouds; sky","clouds","clouds; sky"
37,"im10858.jpg","plant_life; sky","","sky"
38,"im8326.jpg","clouds; plant_life; sky; tree","clouds","clouds; sky"
39,"im12039.jpg","clouds; plant_life; sky; structures; sunset; tree","","clouds; sky"
40,"im17183.jpg","clouds; lake; plant_life; sky; structures; water","clouds","clouds; lake; sky; water"
41,"im12731.jpg","car; clouds; plant_life; sky; structures; transport; tree","","clouds; sky"
42,"im12261.jpg","sea; sky; sunset; water","","sky; water"
43,"im24583.jpg","clouds; plant_life; sky; sunset; tree","","clouds; sky"
44,"im16146.jpg","clouds; lake; plant_life; sky; water","","clouds; lake; sky; water"
45,"im18670.jpg","clouds; plant_life; sky","clouds","clouds; sky"
46,"im18240.jpg","clouds; river; sky; water","clouds","clouds; sky; water"
47,"im23667.jpg","clouds; plant_life; sky; tree","","clouds; sky"
48,"im10358.jpg","clouds; plant_life; sky; tree","","clouds; sky"
49,"im14529.jpg","clouds; plant_life; sky; sunset; tree","","clouds; sky"
50,"im195.jpg","clouds; sky","","clouds; sky"
51,"im17568.jpg","clouds; female; people; plant_life; river; sky; transport; tree; water","people","clouds; sky; water"
52,"im24323.jpg","clouds; lake; plant_life; sky; tree; water","","clouds; lake; sky; water"
53,"im18622.jpg","clouds; lake; male; people; plant_life; sky; structures; tree; water","clouds","clouds; lake; sky; water"
54,"im6589.jpg","clouds; plant_life; sky","clouds","clouds; sky"
55,"im3904.jpg","clouds; lake; plant_life; sky; sunset; tree; water","","clouds; lake; sky; water"
56,"im3066.jpg","night; plant_life; river; sky; tree; water","night","sky; water"
57,"im17591.jpg","clouds; plant_life; sky; sunset; tree","clouds","clouds; sky"
58,"im8247.jpg","night; sky","night","sky"
59,"im7564.jpg","lake; plant_life; river; sky; sunset; tree; water","","lake; sky; water"
60,"im13125.jpg","clouds; male; people; sky","clouds; people","clouds; sky"
61,"im11448.jpg","clouds; lake; sky; water","clouds","clouds; lake; sky; water"
62,"im368.jpg","clouds; sky","clouds","clouds; sky"
63,"im6971.jpg","night; plant_life; sky; tree","night","sky"
64,"im21214.jpg","","",""
65,"im20698.jpg","clouds; lake; plant_life; river; sky; water","","clouds; lake; sky; water"
66,"im446.jpg","clouds; plant_life; sky; tree","clouds","clouds; sky"
67,"im11861.jpg","people; plant_life; structures; tree","",""
68,"im13622.jpg","clouds; plant_life; sky; structures; tree","","clouds; sky"
69,"im20635.jpg","clouds; plant_life; river; sky; tree; water","river","clouds; sky; water"
70,"im14196.jpg","clouds; male; people; plant_life; sky","clouds; people","clouds; sky"
71,"im8010.jpg","clouds; plant_life; sky; tree","","clouds; sky"
72,"im12317.jpg","clouds; lake; plant_life; sky; tree; water","clouds","clouds; lake; sky; water"
73,"im17695.jpg","clouds; female; people; plant_life; sky; transport; tree","female; people","clouds; sky"
74,"im10513.jpg","clouds; plant_life; sky; structures; sunset","clouds","clouds; sky"
75,"im24368.jpg","clouds; sky; structures","clouds","clouds; sky"
76,"im16073.jpg","animals; clouds; plant_life; sky; tree","","clouds; sky"
77,"im24643.jpg","clouds; lake; plant_life; river; sky; structures; transport; tree; water","river","clouds; lake; sky; water"
