"rank","index","po_annotation","re_annotation","match_annotation"
1,"im10497.jpg","plant_life; structures","","plant_life; structures"
2,"im11292.jpg","structures","","structures"
3,"im20965.jpg","structures","","structures"
4,"im5731.jpg","structures","","structures"
5,"im22771.jpg","people; structures","","structures"
6,"im8707.jpg","structures","","structures"
7,"im17923.jpg","structures","","structures"
8,"im16112.jpg","female; people; structures","","structures"
9,"im17968.jpg","structures; water","","structures"
10,"im12106.jpg","","",""
