"rank","index","po_annotation","re_annotation","match_annotation"
1,"im7179.jpg","clouds; sky; structures; sunset","clouds","clouds; sky; structures; sunset"
2,"im2323.jpg","clouds; sky; structures; sunset","clouds","clouds; sky; structures; sunset"
3,"im8736.jpg","clouds; plant_life; sky; structures; sunset; tree","","clouds; sky; structures; sunset"
4,"im6415.jpg","clouds; sky; structures; sunset","clouds","clouds; sky; structures; sunset"
5,"im10047.jpg","clouds; plant_life; sky; structures; sunset; tree","clouds","clouds; sky; structures; sunset"
6,"im18150.jpg","clouds; night; plant_life; sky; structures; tree","","clouds; night; sky; structures"
7,"im538.jpg","clouds; plant_life; sky; sunset; tree","clouds; tree","clouds; sky; sunset"
8,"im11155.jpg","clouds; sky; structures; sunset","clouds","clouds; sky; structures; sunset"
9,"im8184.jpg","clouds; sky; structures; sunset","clouds","clouds; sky; structures; sunset"
10,"im9641.jpg","clouds; sky; structures; sunset","clouds","clouds; sky; structures; sunset"
