"rank","index","po_annotation","re_annotation","match_annotation"
1,"im11791.jpg","night; sky","night","night; sky"
2,"im16770.jpg","night; sky","night","night; sky"
3,"im8735.jpg","night; sky","night","night; sky"
4,"im14905.jpg","night; sky","night","night; sky"
5,"im5794.jpg","night; sky","night","night; sky"
6,"im13089.jpg","night; plant_life; sky; tree","night","night; sky"
7,"im11960.jpg","night; sky","night","night; sky"
8,"im16597.jpg","night; sky","night","night; sky"
9,"im19062.jpg","night; sky","night","night; sky"
10,"im2171.jpg","night; sky","night","night; sky"
