"rank","index","po_annotation","re_annotation","match_annotation"
1,"im10330.jpg","female; people; sky; structures; transport","female; people","female; people; sky; transport"
2,"im21730.jpg","female; people; structures","female; people","female; people"
3,"im1949.jpg","clouds; female; male; people; plant_life; sky; structures; sunset; tree","male; people","female; people; plant_life; sky; tree"
4,"im9363.jpg","animals; male; people; structures","male; people","people"
5,"im10302.jpg","car; male; people; plant_life; sky; structures; transport; tree","","car; people; plant_life; sky; transport; tree"
6,"im13686.jpg","animals; bird; dog; male; people; structures","male; people","people"
7,"im23947.jpg","female; people; structures","female; people","female; people"
8,"im15230.jpg","car; female; people; plant_life; portrait; structures; transport; tree","female; people; portrait","car; female; people; plant_life; transport; tree"
9,"im1902.jpg","female; male; people; sky; structures","female; male; people","female; people; sky"
10,"im18929.jpg","animals; female; indoor; male; people; plant_life; structures; tree","people","female; people; plant_life; tree"
11,"im16620.jpg","female; male; night; people; structures","female; people","female; people"
12,"im4393.jpg","clouds; female; male; people; sky; structures; sunset","female; people","female; people; sky"
13,"im5358.jpg","car; female; male; night; people; sky; structures; transport","night; people","car; female; people; sky; transport"
14,"im17128.jpg","flower; male; people; plant_life; sky; structures; tree","male; people","people; plant_life; sky; tree"
15,"im10997.jpg","male; people; structures; sunset; transport","","people; transport"
16,"im260.jpg","female; male; people; structures","female; male; people","female; people"
17,"im7802.jpg","night; structures","",""
18,"im7511.jpg","car; clouds; female; male; people; plant_life; sky; structures; sunset; transport; tree","people","car; female; people; plant_life; sky; transport; tree"
19,"im709.jpg","female; people; structures; water","","female; people"
20,"im161.jpg","car; transport","","car; transport"
21,"im22087.jpg","female; male; people; plant_life; structures; tree","female; people","female; people; plant_life; tree"
22,"im12732.jpg","clouds; male; people; plant_life; portrait; sky; structures; tree","male; people; portrait","people; plant_life; sky; tree"
23,"im15340.jpg","animals; car; dog; female; people; plant_life; portrait; structures; transport; tree","dog; female; people; portrait","car; female; people; plant_life; transport; tree"
24,"im15736.jpg","female; people; plant_life; structures","female; people","female; people; plant_life"
25,"im3435.jpg","female; indoor; people","female; people","female; people"
26,"im6568.jpg","male; people; sky; structures","male; people","people; sky"
27,"im1050.jpg","clouds; sky; structures","","sky"
28,"im17388.jpg","female; people; plant_life; portrait; structures","female; people; portrait","female; people; plant_life"
29,"im5215.jpg","car; plant_life; structures; transport; tree","","car; plant_life; transport; tree"
30,"im17251.jpg","female; people; plant_life; portrait; structures; tree","female; people; portrait","female; people; plant_life; tree"
31,"im18460.jpg","car; male; people; portrait; structures; transport","male; people; portrait","car; people; transport"
32,"im4160.jpg","car; clouds; sky; structures; sunset; transport","","car; sky; transport"
33,"im14970.jpg","female; male; people; plant_life; structures; sunset; transport; tree","male; people","female; people; plant_life; transport; tree"
34,"im14189.jpg","male; people; plant_life; structures; tree","male; people","people; plant_life; tree"
35,"im1205.jpg","female; indoor; male; people","female; male; people","female; people"
36,"im945.jpg","female; people; structures","female; people","female; people"
37,"im21670.jpg","animals; plant_life; structures; tree","","plant_life; tree"
38,"im10990.jpg","car; people; plant_life; structures; transport; tree","","car; people; plant_life; transport; tree"
39,"im1516.jpg","clouds; sky; structures; transport","","sky; transport"
40,"im9572.jpg","animals; people; plant_life; structures; transport; tree; water","","people; plant_life; transport; tree"
41,"im1734.jpg","animals; clouds; dog; plant_life; sky; structures","clouds","plant_life; sky"
42,"im11513.jpg","structures","",""
43,"im24571.jpg","food; male; people; plant_life; sky; structures","male; people","people; plant_life; sky"
44,"im22243.jpg","animals; bird; plant_life; sky; structures; tree","","plant_life; sky; tree"
45,"im3682.jpg","female; people; portrait; structures","female; people; portrait","female; people"
46,"im5293.jpg","car; male; people; portrait; structures; transport","male; people; portrait","car; people; transport"
47,"im16401.jpg","plant_life; sky; structures","","plant_life; sky"
48,"im19949.jpg","female; people; structures","female; people","female; people"
49,"im5499.jpg","car; clouds; sky; structures; sunset; transport","","car; sky; transport"
50,"im18822.jpg","animals; car; female; male; people; structures; transport","male; people","car; female; people; transport"
51,"im903.jpg","female; male; people; sky; structures; sunset","people","female; people; sky"
52,"im2292.jpg","car; male; people; portrait; structures; transport","male; people; portrait","car; people; transport"
53,"im12159.jpg","animals; dog; female; people; plant_life; structures; tree","female; people","female; people; plant_life; tree"
54,"im7941.jpg","male; night; people; portrait; sky; structures","male; night; people; portrait","people; sky"
55,"im9226.jpg","baby; car; male; people; plant_life; portrait; sky; structures; transport","male; people; portrait","car; people; plant_life; sky; transport"
56,"im7714.jpg","night; people; plant_life; structures; transport; tree","people","people; plant_life; transport; tree"
57,"im1344.jpg","car; plant_life; structures; transport; tree","car","car; plant_life; transport; tree"
58,"im8264.jpg","animals; car; indoor; plant_life; structures; transport; tree","","car; plant_life; transport; tree"
59,"im5084.jpg","animals; dog; female; people; structures","dog; female; people","female; people"
60,"im3401.jpg","car; flower; night; plant_life; sky; structures; sunset; transport","","car; plant_life; sky; transport"
61,"im9837.jpg","animals; bird; male; people; plant_life; structures; tree","bird; male; people","people; plant_life; tree"
62,"im16726.jpg","animals; male; people; structures","people","people"
63,"im8568.jpg","car; structures; transport","car","car; transport"
64,"im18773.jpg","flower; plant_life; sky; structures","","plant_life; sky"
65,"im2393.jpg","car; structures; transport","car","car; transport"
66,"im18048.jpg","car; sky; structures; transport","car","car; sky; transport"
67,"im19042.jpg","car; male; people; plant_life; structures; transport; tree","male; people","car; people; plant_life; transport; tree"
68,"im13696.jpg","car; clouds; female; male; people; plant_life; sky; structures; transport; tree","female; people","car; female; people; plant_life; sky; transport; tree"
69,"im566.jpg","animals; car; dog; female; male; people; structures; transport","dog; people","car; female; people; transport"
