"rank","index","po_annotation","re_annotation","match_annotation"
1,"im20648.jpg","animals; bird; flower; plant_life","bird; flower","animals; bird"
2,"im23202.jpg","animals; bird; plant_life","bird","animals; bird"
3,"im7967.jpg","animals; bird; plant_life","bird","animals; bird"
4,"im23178.jpg","animals; bird; plant_life; structures","bird","animals; bird; structures"
5,"im5193.jpg","animals; bird","bird","animals; bird"
6,"im22534.jpg","animals; bird; plant_life; structures","bird","animals; bird; structures"
7,"im24070.jpg","animals; bird; plant_life; sky; tree","bird","animals; bird; sky"
8,"im7812.jpg","animals; bird; plant_life","bird","animals; bird"
9,"im9906.jpg","animals; bird","bird","animals; bird"
10,"im18044.jpg","animals; bird; plant_life","bird","animals; bird"
11,"im20609.jpg","animals; bird; plant_life; sky","bird","animals; bird; sky"
12,"im7155.jpg","animals; bird; plant_life; tree","bird; tree","animals; bird"
13,"im17300.jpg","animals; bird; plant_life; structures","bird","animals; bird; structures"
14,"im3021.jpg","animals; bird","bird","animals; bird"
15,"im2908.jpg","animals; bird; plant_life; structures","bird","animals; bird; structures"
16,"im22985.jpg","animals; bird; clouds; sky; structures","bird","animals; bird; sky; structures"
17,"im23553.jpg","animals; bird; structures","bird","animals; bird; structures"
18,"im23082.jpg","animals; bird; structures","bird","animals; bird; structures"
19,"im17063.jpg","animals; bird; plant_life","bird","animals; bird"
20,"im4312.jpg","animals; bird; plant_life","bird","animals; bird"
21,"im10887.jpg","animals; bird; plant_life","bird","animals; bird"
22,"im7799.jpg","animals; bird; plant_life; sky","bird","animals; bird; sky"
23,"im22016.jpg","animals; bird; structures","bird","animals; bird; structures"
24,"im16679.jpg","animals; bird; plant_life","bird","animals; bird"
25,"im24878.jpg","animals; bird; plant_life","bird","animals; bird"
26,"im2938.jpg","animals; bird; plant_life","bird","animals; bird"
27,"im23084.jpg","animals; bird; plant_life; structures","bird","animals; bird; structures"
28,"im23187.jpg","animals; bird; plant_life; structures","bird","animals; bird; structures"
29,"im4334.jpg","animals; bird; plant_life; structures","bird","animals; bird; structures"
30,"im6949.jpg","animals; bird; flower; plant_life","bird","animals; bird"
31,"im4349.jpg","animals; bird; plant_life; sky; tree","bird; tree","animals; bird; sky"
32,"im8702.jpg","animals; bird; plant_life; tree","bird; tree","animals; bird"
33,"im14150.jpg","animals; bird; plant_life","bird","animals; bird"
34,"im4222.jpg","animals; bird; night; plant_life; sunset","bird","animals; bird"
35,"im10457.jpg","animals; bird; plant_life; structures; tree","bird","animals; bird; structures"
36,"im22432.jpg","animals; bird; indoor","","animals; bird"
37,"im8330.jpg","animals; bird","bird","animals; bird"
38,"im8016.jpg","animals; bird; plant_life","bird","animals; bird"
39,"im1724.jpg","animals; bird; plant_life; tree","bird","animals; bird"
40,"im3114.jpg","animals; bird; plant_life; river; water","bird","animals; bird"
41,"im14509.jpg","animals; bird; sky; structures","bird","animals; bird; sky; structures"
42,"im2210.jpg","animals; bird; plant_life","bird","animals; bird"
43,"im16711.jpg","animals; bird; plant_life","bird","animals; bird"
44,"im21503.jpg","clouds; plant_life; river; sky; structures; tree; water","","sky; structures"
45,"im16791.jpg","animals; bird; plant_life","bird","animals; bird"
46,"im4512.jpg","animals; bird; plant_life","bird","animals; bird"
47,"im4748.jpg","animals; bird; plant_life","bird","animals; bird"
48,"im1386.jpg","animals; bird; plant_life","bird","animals; bird"
49,"im23639.jpg","clouds; night; plant_life; sky; structures; sunset; tree","","sky; structures"
50,"im24060.jpg","animals; bird; food; indoor","bird","animals; bird"
51,"im14435.jpg","animals; bird","bird","animals; bird"
52,"im17946.jpg","animals; bird; sky; structures","bird","animals; bird; sky; structures"
53,"im22649.jpg","animals; bird; plant_life","bird","animals; bird"
54,"im15421.jpg","animals; bird; plant_life; structures","bird","animals; bird; structures"
55,"im14632.jpg","car; clouds; female; male; people; plant_life; sky; structures; transport; tree","people","sky; structures"
56,"im3194.jpg","animals; bird; plant_life","bird","animals; bird"
57,"im5466.jpg","animals; bird; plant_life","bird","animals; bird"
58,"im11050.jpg","animals; bird; plant_life; sky","bird","animals; bird; sky"
59,"im24049.jpg","female; food; indoor; male; people; transport","female; people",""
60,"im18575.jpg","animals; indoor","","animals"
61,"im5957.jpg","","",""
62,"im18457.jpg","female; male; people; structures","male; people","structures"
63,"im569.jpg","plant_life; sky; structures; tree","","sky; structures"
64,"im24647.jpg","animals; bird; plant_life; tree","bird; tree","animals; bird"
65,"im1460.jpg","animals; bird; plant_life","bird","animals; bird"
66,"im3934.jpg","female; indoor; people","",""
67,"im18274.jpg","animals; bird; plant_life; sky","bird","animals; bird; sky"
68,"im6337.jpg","baby; female; indoor; people; portrait","baby; female; people; portrait",""
69,"im5546.jpg","flower; plant_life; sky","flower","sky"
70,"im97.jpg","animals; bird","bird","animals; bird"
71,"im12572.jpg","female; indoor; people; portrait","female; people; portrait",""
72,"im13756.jpg","animals; bird; plant_life; water","bird","animals; bird"
73,"im3567.jpg","animals; structures","","animals; structures"
74,"im9797.jpg","female; people; plant_life; portrait; sky; structures; tree","female; people; portrait","sky; structures"
75,"im18417.jpg","animals; bird; clouds; sky","bird","animals; bird; sky"
76,"im18524.jpg","female; indoor; people","female; people",""
77,"im2424.jpg","clouds; male; people; plant_life; sky; structures; tree","male; people","sky; structures"
78,"im5457.jpg","animals; bird; plant_life","bird","animals; bird"
79,"im6169.jpg","animals; bird; sky; structures","bird","animals; bird; sky; structures"
