"rank","index","po_annotation","re_annotation","match_annotation"
1,"im17832.jpg","female; indoor; people; portrait","female; people; portrait","female; indoor; people; portrait"
2,"im5290.jpg","female; indoor; people; portrait","female; people; portrait","female; indoor; people; portrait"
3,"im3868.jpg","female; indoor; people; portrait","female; people; portrait","female; indoor; people; portrait"
4,"im1016.jpg","female; indoor; people; portrait","female; people; portrait","female; indoor; people; portrait"
5,"im12140.jpg","female; indoor; people; portrait","female; people; portrait","female; indoor; people; portrait"
6,"im20211.jpg","female; indoor; people","female; people","female; indoor; people"
7,"im16912.jpg","female; indoor; night; people; portrait","female; people; portrait","female; indoor; people; portrait"
8,"im14013.jpg","female; indoor; people; portrait","female; people; portrait","female; indoor; people; portrait"
9,"im332.jpg","female; people; portrait","female; people; portrait","female; people; portrait"
10,"im10548.jpg","female; indoor; people; portrait","female; people; portrait","female; indoor; people; portrait"
