"rank","index","po_annotation","re_annotation","match_annotation"
1,"im8832.jpg","female; people; plant_life; transport; tree","people","female; people; plant_life; transport; tree"
2,"im21026.jpg","car; plant_life; sky; structures; sunset; transport; tree; water","","plant_life; structures; transport; tree"
3,"im3692.jpg","plant_life; structures; tree","","plant_life; structures; tree"
4,"im8450.jpg","plant_life; river; sky; structures; tree; water","","plant_life; structures; tree"
5,"im8613.jpg","female; male; people; plant_life; structures; tree","female; male; people; tree","female; male; people; plant_life; structures; tree"
6,"im23650.jpg","female; people; plant_life; sky; structures; tree; water","female; people","female; people; plant_life; structures; tree"
7,"im7160.jpg","plant_life; river; sky; structures; transport; tree; water","","plant_life; structures; transport; tree"
8,"im19395.jpg","plant_life; structures; tree","","plant_life; structures; tree"
9,"im14970.jpg","female; male; people; plant_life; structures; sunset; transport; tree","male; people","female; male; people; plant_life; structures; transport; tree"
10,"im213.jpg","male; people; plant_life; tree","male; people; tree","male; people; plant_life; tree"
11,"im9282.jpg","male; people; plant_life; sky; structures; tree","people","male; people; plant_life; structures; tree"
12,"im7730.jpg","car; female; people; plant_life; sky; structures; transport; tree","female; people","female; people; plant_life; structures; transport; tree"
13,"im5227.jpg","car; clouds; plant_life; sky; structures; sunset; transport; tree","","plant_life; structures; transport; tree"
14,"im23443.jpg","car; flower; plant_life; structures; transport; tree","flower; tree","plant_life; structures; transport; tree"
15,"im15437.jpg","clouds; female; night; people; plant_life; portrait; sky; structures; transport; tree","female; people; portrait","female; night; people; plant_life; structures; transport; tree"
16,"im2676.jpg","clouds; flower; male; people; plant_life; sky; structures; tree","","male; people; plant_life; structures; tree"
17,"im5650.jpg","female; male; people; plant_life; sky; structures; sunset; transport; tree","","female; male; people; plant_life; structures; transport; tree"
18,"im23849.jpg","female; male; night; people; plant_life; sky; tree","female; male; people","female; male; night; people; plant_life; tree"
19,"im9527.jpg","female; male; people; plant_life; sky; structures; tree","male; people; tree","female; male; people; plant_life; structures; tree"
20,"im9278.jpg","night; plant_life; sky; tree","night; tree","night; plant_life; tree"
21,"im14155.jpg","car; female; people; plant_life; portrait; sky; structures; transport; tree","female; people; portrait","female; people; plant_life; structures; transport; tree"
22,"im4842.jpg","male; night; people; plant_life; sunset","","male; night; people; plant_life"
23,"im673.jpg","car; clouds; plant_life; sky; sunset; transport; tree","","plant_life; transport; tree"
24,"im871.jpg","flower; night; plant_life; structures; sunset; transport; tree","tree","night; plant_life; structures; transport; tree"
25,"im694.jpg","clouds; plant_life; sky; structures; sunset; tree","","plant_life; structures; tree"
26,"im19414.jpg","car; male; night; people; plant_life; sky; structures; transport; tree","male; people","male; night; people; plant_life; structures; transport; tree"
27,"im2620.jpg","clouds; male; people; plant_life; sky; structures; tree","male; people","male; people; plant_life; structures; tree"
28,"im22735.jpg","female; male; people; plant_life; sky; structures; tree","male; people","female; male; people; plant_life; structures; tree"
29,"im3895.jpg","flower; plant_life; sky; structures; tree","flower; tree","plant_life; structures; tree"
30,"im10509.jpg","plant_life; sky; tree","tree","plant_life; tree"
31,"im2035.jpg","clouds; plant_life; sky; tree","","plant_life; tree"
32,"im2777.jpg","male; people; plant_life; structures; tree","male; people","male; people; plant_life; structures; tree"
33,"im816.jpg","male; people; plant_life; structures; sunset; tree; water","male; people","male; people; plant_life; structures; tree"
34,"im24561.jpg","plant_life; sky; structures; sunset; tree","tree","plant_life; structures; tree"
35,"im14853.jpg","flower; male; people; plant_life; tree","male; people","male; people; plant_life; tree"
36,"im7830.jpg","female; male; people; sky; structures; transport","people","female; male; people; structures; transport"
37,"im12220.jpg","night; plant_life","","night; plant_life"
38,"im21647.jpg","male; people; plant_life; sky; structures","male; people","male; people; plant_life; structures"
39,"im5245.jpg","clouds; plant_life; sky; tree","clouds; tree","plant_life; tree"
40,"im8494.jpg","animals; female; indoor; night; people","","female; night; people"
41,"im17803.jpg","animals; dog; male; people; plant_life; tree","dog; male; people","male; people; plant_life; tree"
