"rank","index","po_annotation","re_annotation","match_annotation"
1,"im11238.jpg","indoor; people","","people"
2,"im13408.jpg","male; people; sky; structures","","people"
3,"im1760.jpg","indoor; people","","people"
4,"im13144.jpg","female; people; plant_life; sky; structures","","people"
5,"im16055.jpg","night; sky; structures","",""
6,"im9932.jpg","animals; structures","",""
7,"im10123.jpg","indoor; male; people","","people"
8,"im21304.jpg","indoor","",""
9,"im20428.jpg","female; people; structures","","people"
10,"im13191.jpg","female; indoor; people","","people"
11,"im20282.jpg","indoor; people","","people"
12,"im6236.jpg","car; male; night; people; sky; structures; transport","car; male; night; people","people"
13,"im14454.jpg","car; structures; transport","car",""
14,"im3367.jpg","animals; dog; female; indoor; people; portrait","dog; female; people; portrait","people"
15,"im9094.jpg","female; indoor; people","","people"
16,"im9428.jpg","indoor","",""
17,"im15743.jpg","female; people; plant_life; structures; tree","","people"
18,"im2385.jpg","plant_life; structures","",""
19,"im420.jpg","female; people","female","people"
20,"im1558.jpg","female; indoor; people","","people"
21,"im61.jpg","structures","",""
22,"im9862.jpg","female; indoor; people","","people"
23,"im12401.jpg","female; indoor; people","female; people","people"
24,"im22815.jpg","female; indoor; people","female; people","people"
25,"im4969.jpg","indoor; male; people","","people"
26,"im10413.jpg","female; indoor; people","female; people","people"
27,"im13182.jpg","female; indoor; people","","people"
28,"im24760.jpg","indoor; plant_life","",""
29,"im1196.jpg","female; indoor; people","","people"
30,"im2536.jpg","female; indoor; people","","people"
31,"im24705.jpg","indoor","",""
32,"im5489.jpg","female; indoor; people","","people"
33,"im16777.jpg","indoor","",""
34,"im14834.jpg","food","",""
35,"im13060.jpg","animals; female; indoor; people","","people"
36,"im10583.jpg","female; indoor; people","","people"
37,"im566.jpg","animals; car; dog; female; male; people; structures; transport","dog; people","people"
38,"im1809.jpg","indoor; people","","people"
39,"im5707.jpg","female; people; structures","","people"
40,"im562.jpg","night; sunset; transport","",""
41,"im23687.jpg","indoor; people","","people"
42,"im8277.jpg","female; indoor; people","","people"
43,"im3611.jpg","food; indoor; night","",""
44,"im3474.jpg","male; night; people; structures","male; people","people"
45,"im16941.jpg","female; people","","people"
46,"im4245.jpg","indoor; male; people","male; people","people"
47,"im6252.jpg","female; indoor; people","","people"
48,"im18850.jpg","female; indoor; people","female; people","people"
49,"im4624.jpg","animals; indoor","",""
50,"im24829.jpg","female; people; structures","","people"
51,"im19278.jpg","male; people; structures; transport","male; people","people"
52,"im16398.jpg","car; female; people; transport","","people"
53,"im9722.jpg","indoor; people","","people"
54,"im1223.jpg","female; indoor; people","","people"
55,"im22310.jpg","indoor; male; people","male; people","people"
56,"im7731.jpg","female; indoor; people","female; people","people"
57,"im24870.jpg","female; indoor; people","","people"
58,"im4667.jpg","indoor; night; people","","people"
59,"im24211.jpg","indoor; male; people","","people"
60,"im11999.jpg","car; structures; transport","car",""
61,"im3961.jpg","car; plant_life; structures; transport; tree","",""
62,"im7701.jpg","indoor; structures","",""
63,"im18434.jpg","indoor; people; transport","","people"
64,"im624.jpg","people; plant_life; structures; tree","","people"
65,"im10235.jpg","female; indoor; night; people","","people"
66,"im17244.jpg","car; structures; transport","car",""
67,"im7910.jpg","male; people; structures","","people"
68,"im13941.jpg","female; indoor; people","","people"
69,"im4743.jpg","male; people; structures; sunset; transport","male","people"
70,"im5325.jpg","indoor","",""
71,"im17956.jpg","female; male; people; plant_life; structures; tree; water","female; male; people","people"
72,"im14557.jpg","indoor","",""
73,"im21280.jpg","male; people; structures","","people"
74,"im7775.jpg","food; indoor","",""
75,"im8139.jpg","indoor; people","","people"
76,"im9427.jpg","female; indoor; night; people; structures","people","people"
77,"im6741.jpg","indoor","",""
78,"im9757.jpg","structures","",""
79,"im15220.jpg","animals; bird; male; people; structures","bird","people"
80,"im20527.jpg","female; flower; people; plant_life; portrait; structures","female; people; portrait","people"
81,"im23977.jpg","indoor; male; people","","people"
82,"im16877.jpg","female; indoor; people","","people"
83,"im1983.jpg","animals; dog; male; people; structures","dog","people"
84,"im6483.jpg","animals; dog; female; people; structures","dog","people"
85,"im14470.jpg","male; people; structures","male; people","people"
86,"im17485.jpg","animals; dog; female; indoor; people","dog","people"
87,"im10128.jpg","car; night; transport","car",""
88,"im10099.jpg","flower; indoor; plant_life","",""
89,"im16987.jpg","indoor","",""
90,"im21830.jpg","car; indoor; structures; transport","car",""
91,"im1344.jpg","car; plant_life; structures; transport; tree","car",""
92,"im17731.jpg","female; indoor; people; portrait","female; people; portrait","people"
93,"im11611.jpg","structures","",""
94,"im11184.jpg","female; indoor; people; plant_life","female; people","people"
95,"im7481.jpg","indoor; people","","people"
96,"im6793.jpg","female; indoor; male; people","female","people"
97,"im24017.jpg","animals; bird; night; structures","bird",""
98,"im19325.jpg","structures; transport","",""
99,"im634.jpg","night; people","","people"
100,"im14037.jpg","car; structures; transport","car",""
101,"im17623.jpg","food; indoor","",""
102,"im10832.jpg","female; indoor; people","","people"
103,"im19882.jpg","indoor; male; people","","people"
104,"im21118.jpg","animals; indoor","",""
105,"im18792.jpg","female; indoor; people","","people"
106,"im13997.jpg","car; male; people; structures; transport","male; people","people"
107,"im2544.jpg","indoor; male; people","","people"
108,"im13664.jpg","car; female; people; plant_life; portrait; sky; structures; transport; tree","female; people; portrait","people"
109,"im17430.jpg","indoor; male; people","male; people","people"
110,"im24612.jpg","indoor","",""
111,"im2975.jpg","indoor; male; people; transport","","people"
112,"im16650.jpg","indoor; people","","people"
113,"im4739.jpg","car; male; night; people; structures; transport","male; people","people"
114,"im5306.jpg","flower; indoor; plant_life","flower",""
115,"im14968.jpg","animals; dog; structures","dog",""
116,"im17793.jpg","food; indoor","",""
117,"im10694.jpg","indoor; male; people","","people"
118,"im6167.jpg","indoor","",""
119,"im2213.jpg","food; indoor; people","","people"
120,"im3390.jpg","indoor","",""
121,"im6158.jpg","female; male; people; structures","female; people","people"
122,"im7851.jpg","animals; dog; female; indoor; male; people","female; people","people"
123,"im2546.jpg","female; indoor; people; portrait","people; portrait","people"
124,"im11954.jpg","female; male; people; plant_life; structures; tree","female; people","people"
125,"im649.jpg","indoor","",""
126,"im1301.jpg","night; plant_life; sky; structures; tree","night",""
127,"im17337.jpg","indoor; people","","people"
128,"im10997.jpg","male; people; structures; sunset; transport","","people"
129,"im21749.jpg","female; male; people; structures","female; people","people"
130,"im7666.jpg","indoor","",""
131,"im2436.jpg","indoor","",""
132,"im24715.jpg","female; indoor; male; people","","people"
133,"im6529.jpg","indoor; people","","people"
134,"im6925.jpg","indoor; male; people; sky; structures","male; people","people"
135,"im1560.jpg","food; indoor","",""
136,"im9445.jpg","animals; indoor","",""
137,"im9093.jpg","animals; dog; indoor; male; people; plant_life; tree","dog","people"
138,"im7626.jpg","indoor","",""
139,"im546.jpg","indoor","",""
140,"im17087.jpg","animals; indoor","",""
141,"im24666.jpg","indoor","",""
142,"im17581.jpg","indoor","",""
143,"im22464.jpg","food; indoor","",""
144,"im9147.jpg","indoor","",""
